src,dest,conv_bind_weight
46,705,1.0587063e-07
46,706,5.2036917e-08
46,707,4.3317705e-06
46,708,1.0594269e-11
46,714,0.0013466907
46,1512,0.10404351
46,1513,0.24644649
46,1514,0.05658614
46,1515,0.03638181
46,1519,0.08927891
46,1520,0.031005176
46,1521,0.22620198
46,1941,1.3392662e-13
47,704,6.1066694e-06
47,705,2.4422047e-06
47,706,4.2294124e-12
47,707,0.0005383158
47,708,2.2492367e-07
47,714,2.382849e-06
47,1941,0.00023711301
48,704,2.4425548e-08
48,705,1.6454479e-09
48,706,5.543207e-10
48,707,1.4916546e-08
48,708,1.9184692e-05
48,714,0.25542143
48,1941,3.7207287e-13
49,704,1.4108575e-10
49,705,3.5682467e-07
49,706,1.6343568e-08
49,714,0.00050421327
49,1941,7.260317e-07
50,704,1.1408893e-05
50,705,0.0010895703
50,706,1.4100643e-06
50,714,0.13738172
50,1941,0.0013004355
51,704,3.1748866e-07
51,705,1.7032971e-09
51,706,0.17057686
51,714,2.3441726e-06
51,1941,2.315035e-06
52,709,0.0902224
52,710,0.031945817
52,711,0.09735009
52,712,1.7499404e-05
52,715,0.0049888887
53,709,0.1347809
53,710,0.16327219
53,711,0.027444096
53,712,7.411568e-12
53,715,0.010564352
54,709,0.2371803
54,710,0.25577733
54,711,0.034164168
54,712,3.654922e-09
54,715,0.016494203
55,424,1.2683483e-10
55,1744,2.5893926e-10
57,1396,0.13765627
57,1397,0.39020824
57,1398,0.05133409
57,1400,0.37774754
57,1401,0.27796936
57,1402,0.054163538
58,482,0.0081162155
58,987,0.03102621
58,1297,0.00022882613
58,1396,0.25288838
58,1397,0.3240316
58,1398,0.1580172
58,1400,0.14022833
58,1401,0.1458554
58,1402,0.08760639
58,1435,0.37854403
58,1436,0.23126402
58,1437,0.32815164
58,1438,0.15902448
58,1439,0.00085957604
58,1440,0.018412845
58,1441,0.0006831208
58,1442,0.008202476
58,1443,0.25190115
58,1444,0.05654452
58,1527,0.11561798
60,61,1.375132e-10
60,141,2.1356614e-12
60,142,3.037333e-12
60,445,0.013891889
60,446,0.20125888
60,583,0.021781472
60,761,1.1757591e-05
60,762,0.00019537174
60,763,9.204579e-06
60,764,0.0904789
60,765,4.566602e-12
60,766,4.3086884e-12
60,767,3.1893564e-05
60,768,0.0008474076
60,1107,1.6740015e-07
60,1108,2.1960573e-06
60,1109,3.1779777e-11
60,1110,2.8936824e-07
60,1111,1.522667e-12
60,1555,1.981803e-09
61,704,2.4934368e-06
61,705,9.42391e-09
61,706,9.322014e-12
61,707,8.011144e-10
61,708,1.2442367e-09
61,714,8.648658e-09
61,715,0.011434954
61,1435,0.05090382
61,1436,0.109828584
61,1437,0.1854118
61,1438,0.012689376
61,1713,0.105896264
61,1868,4.702316e-08
61,1869,8.260613e-08
61,1870,1.14807534e-07
61,1941,2.6428955e-12
63,1569,1.40267485e-11
64,1069,2.0513995e-07
64,1070,0.00021027427
64,1703,1.3926584e-07
65,66,0.24391243
65,104,0.16318056
65,105,0.20895593
65,106,0.10387287
65,146,0.12051176
65,153,0.36395574
65,183,0.07648907
65,242,0.03891638
65,329,0.39328468
65,330,0.0043212813
65,349,0.16815394
65,384,0.031783823
65,385,0.12997435
65,386,0.11545244
65,387,0.3929291
65,388,0.6101382
65,389,0.29148307
65,390,0.3964928
65,643,0.38055667
65,644,0.15249273
65,770,0.2255173
65,771,0.20643632
65,876,0.27778333
65,1137,0.15204628
65,1150,0.4390564
65,1153,0.31940067
65,1158,0.13022384
65,1165,0.17670175
65,1184,0.33664295
65,1231,0.29941136
65,1268,0.10930354
65,1270,0.03292731
65,1271,0.059387222
65,1272,0.22721298
65,1289,0.010730012
65,1290,0.37672794
65,1291,0.2030879
65,1308,0.18780482
65,1352,0.029294185
65,1370,0.12917075
65,1471,0.13517667
65,1472,0.08419903
65,1473,0.0065497654
65,1478,0.06868407
65,1479,0.46178547
65,1480,0.03210186
65,1481,0.07345846
65,1482,0.34855604
65,1586,0.15661106
65,1631,0.19241664
65,1757,0.2505303
65,1842,0.27203414
65,1843,0.18688796
65,1942,0.112929694
65,1943,0.07367547
66,551,0.22533111
66,1231,0.2894284
66,1464,0.37158835
66,1668,0.09157687
66,1669,0.19150646
66,1670,0.31592226
66,1954,0.44615087
67,66,0.39272654
67,104,0.22466503
67,105,0.7156081
67,106,0.23905955
67,146,0.14786968
67,153,0.2958071
67,183,0.35183018
67,242,0.1452106
67,329,0.03516949
67,330,0.04501663
67,349,0.29955697
67,384,0.53121495
67,385,0.24468283
67,386,0.11282374
67,387,0.27988726
67,388,0.24399914
67,389,0.16819932
67,390,0.4624009
67,643,0.34032798
67,644,0.09421272
67,770,0.029206503
67,771,0.44583365
67,876,0.2543729
67,1137,0.21201277
67,1150,0.18918888
67,1153,0.15113407
67,1158,0.44428012
67,1165,0.22860396
67,1184,0.16983882
67,1231,0.68896043
67,1268,1.02293
67,1270,0.19559917
67,1271,0.45374858
67,1272,0.17303386
67,1289,0.28560832
67,1290,0.054058332
67,1291,0.49294668
67,1308,0.124795444
67,1352,0.045107104
67,1370,0.13241526
67,1471,0.06756663
67,1472,0.028290045
67,1473,0.14687665
67,1478,0.13245447
67,1479,0.34905434
67,1480,0.15599486
67,1481,0.06618508
67,1482,0.14946178
67,1586,0.20710583
67,1631,0.16754168
67,1757,0.16670099
67,1842,0.10675534
67,1843,0.23027599
67,1942,0.12112324
67,1943,0.48944724
68,66,0.27462512
68,104,0.22583732
68,105,0.11241205
68,106,0.24220976
68,146,0.09837039
68,153,0.7750383
68,183,0.28819066
68,242,0.04177895
68,329,0.37272018
68,330,0.009443029
68,349,0.29432482
68,384,0.6257236
68,385,0.42512146
68,386,0.20871425
68,387,0.044166986
68,388,0.5279324
68,389,0.20395656
68,390,0.20170195
68,643,0.23159295
68,644,0.09159525
68,770,0.17769188
68,771,0.20402181
68,876,0.4809045
68,1137,0.2625244
68,1150,0.106701046
68,1153,0.55552715
68,1158,0.2501156
68,1165,0.20642748
68,1184,0.1630479
68,1231,0.67442393
68,1268,0.64883167
68,1270,0.24421906
68,1271,0.43302178
68,1272,0.3195922
68,1289,0.1890905
68,1290,0.22808608
68,1291,0.4144244
68,1308,0.22107212
68,1352,0.3397557
68,1370,0.14886992
68,1471,0.16558999
68,1472,0.14401416
68,1473,0.055560444
68,1478,0.29778814
68,1479,0.16649526
68,1480,0.006856663
68,1481,0.39874244
68,1482,0.056891087
68,1586,0.58131474
68,1631,0.3921113
68,1757,0.17858458
68,1842,0.057412624
68,1843,0.40508494
68,1942,0.08114828
68,1943,0.19623855
72,73,0.016194973
72,175,0.09776478
72,176,0.03202317
72,177,0.10995198
74,895,1.9095182e-07
74,897,2.0716856e-05
74,1906,0.016381009
74,1935,0.0083555
75,396,0.24861446
75,538,0.18655747
75,564,0.5667827
75,567,0.4030703
75,568,0.041954737
75,569,0.07340816
75,622,0.12519199
75,623,0.45729396
75,624,0.042397164
75,625,0.16293775
75,632,0.11302033
75,633,0.16376501
75,635,0.17738223
75,872,0.47470063
75,942,0.15422353
75,1010,0.48453766
75,1014,0.32801902
75,1205,0.16504419
75,1274,0.22365478
75,1318,0.08252324
75,1319,0.12516597
75,1361,0.31205434
75,1362,0.47554743
75,1860,0.21947694
76,396,0.31010807
76,538,0.5466341
76,564,0.42437866
76,567,0.11661099
76,568,0.1625784
76,569,0.12863775
76,622,0.54540074
76,623,0.30439627
76,624,0.36963755
76,625,0.22428702
76,632,0.31027597
76,633,0.09513416
76,635,0.26307192
76,872,0.17127988
76,942,0.2503033
76,1010,0.12735823
76,1014,0.7178413
76,1205,0.24066132
76,1274,0.10902655
76,1318,0.22226301
76,1319,0.15633957
76,1361,0.119398095
76,1362,0.45260876
76,1860,0.16055864
77,396,0.065238535
77,538,0.34872925
77,564,0.66561395
77,567,0.45374236
77,568,0.23069276
77,569,0.107012525
77,622,0.17319676
77,623,0.18039262
77,624,0.26730278
77,625,0.25108922
77,632,0.16920798
77,633,0.13450426
77,635,0.1088088
77,872,0.72621185
77,942,0.22376867
77,1010,0.39874598
77,1014,0.55148244
77,1205,0.35054538
77,1274,0.10165114
77,1318,0.28409764
77,1319,0.30910125
77,1361,0.019312272
77,1362,0.3380711
77,1860,0.2103919
80,242,8.48522e-09
81,558,4.9795623e-10
81,579,7.204675e-05
81,1376,4.63893e-06
81,1377,2.230776e-09
81,1378,1.8381375e-11
81,1379,0.007047255
81,1895,3.4161462e-07
81,1896,1.0006327e-11
81,1960,1.7848298e-06
82,143,7.83472e-13
82,144,4.5161867e-11
82,422,4.129117e-10
82,515,4.4451675e-11
82,516,8.618138e-07
82,517,1.9005948e-13
82,1749,2.6436228e-07
82,1850,1.6232013e-08
83,82,3.9675768e-07
83,143,1.6654442e-07
83,144,9.476219e-06
83,422,1.9564364e-08
83,515,1.1804389e-09
83,516,4.2183534e-13
83,517,1.2768714e-08
83,1749,2.1654389e-08
83,1850,7.4234623e-09
84,85,0.000659175
84,1292,1.3337507e-06
84,1293,4.5446163e-06
84,1294,2.7103828e-09
84,1295,0.016193677
84,1543,1.1182509e-10
84,1544,1.0855207e-06
84,1545,1.2496708e-09
85,1292,1.2813764e-11
85,1293,0.014841149
85,1294,6.8392016e-09
85,1295,1.6727625e-05
86,706,4.224998e-09
86,709,0.296394
86,710,0.0998009
86,711,0.04486288
86,714,4.5903756e-11
86,716,3.0007953e-08
86,717,1.10561275e-10
86,718,2.685131e-08
86,719,1.753613e-10
86,720,0.041629486
86,721,1.4082864e-05
86,722,1.2836935e-11
86,723,1.6484301e-10
86,724,2.9990635e-10
86,725,2.9790803e-09
86,726,9.628361e-07
86,727,2.2699991e-05
86,728,0.00012380339
86,729,4.198982e-13
86,730,1.3801738e-09
86,731,5.0296944e-10
86,732,9.831579e-08
86,1395,1.2779887e-07
86,1403,0.0038705752
92,1643,0.26691234
93,396,0.5863021
93,538,0.16416778
93,564,0.2898162
93,567,0.15079075
93,568,0.15335116
93,569,0.21463102
93,622,0.15734665
93,623,0.641618
93,624,0.32862926
93,625,0.12981741
93,632,0.26066872
93,633,0.46237165
93,635,0.4585102
93,872,0.124090984
93,942,0.20187396
93,1010,0.3264392
93,1014,0.54540896
93,1205,0.19391161
93,1274,0.25397742
93,1318,0.19611254
93,1319,0.32439014
93,1361,0.2703693
93,1362,0.38680327
93,1860,0.37048897
94,1446,0.03707939
94,1447,0.0016829856
95,1446,0.00012257775
95,1447,6.5855463e-09
95,1583,0.023999376
96,1643,0.041578725
97,1643,0.16832331
98,1643,0.0842173
99,811,0.24295343
99,1019,0.44418544
99,1227,1.4272528e-06
99,1309,0.18641464
99,1643,0.32587448
99,1674,6.6570608e-12
99,1675,0.00012897456
100,69,0.22813752
100,70,0.19415833
100,71,0.25985926
100,75,0.101040006
100,76,0.47215605
100,77,0.3251307
100,153,0.30497816
100,329,0.3266909
100,330,0.22147088
100,524,0.29921517
100,537,0.17152578
100,559,0.11305773
100,560,0.11426216
100,561,0.042273168
100,562,0.10614886
100,565,0.19557881
100,632,0.3241638
100,681,0.3166936
100,799,0.18462287
100,800,0.31488776
100,801,0.022980748
100,802,0.03405332
100,806,0.14477102
100,1074,0.24061385
100,1075,0.25350335
100,1076,0.20296763
100,1077,0.22857217
100,1078,0.29534945
100,1124,0.010477935
100,1290,0.20669979
100,1291,0.3772989
100,1298,0.12634933
100,1365,0.09886669
100,1371,0.20124009
100,1373,0.26773927
100,1374,0.14979395
100,1375,0.030924581
100,1382,0.22767961
100,1713,0.28350952
100,1755,0.14987355
100,1860,0.35491604
100,1862,0.20777981
100,1866,0.05369782
100,1968,0.15472153
101,102,9.713194e-07
101,292,7.1964143e-07
101,293,2.7601494e-11
101,294,1.3915646e-09
101,295,3.3259282e-06
101,296,3.9617037e-10
101,297,1.4102791e-05
101,298,0.06806858
101,299,0.0018239528
101,300,3.6652688e-09
101,301,1.2737213e-13
101,431,0.010611836
101,445,6.148607e-13
101,446,1.8517543e-09
101,447,0.0008099779
101,448,2.4014016e-11
101,449,0.17815976
101,700,0.18458998
101,701,0.05202506
101,702,0.010450173
101,737,5.9322025e-10
101,2003,3.3183283e-11
102,292,4.221726e-07
102,293,6.3529455e-06
102,294,9.094772e-08
102,295,5.4310667e-06
102,296,5.3702296e-09
102,297,2.4918765e-12
102,298,2.2053733e-07
102,299,0.00019729213
102,300,2.8681932e-10
102,301,6.4545524e-09
102,431,0.16321915
102,445,3.5764026e-07
102,446,3.2240018e-07
102,447,3.8590083e-11
102,448,0.08811197
102,449,2.7471298e-13
102,700,0.13670747
102,701,0.009097311
102,702,0.0051602805
102,737,8.2352965e-11
102,2003,0.00041773941
103,1691,2.432628e-07
103,1692,1.460372e-08
103,1693,7.878685e-08
104,105,0.19314459
104,153,0.21521436
104,380,0.64106953
104,381,0.1669612
104,382,0.15116063
104,386,0.23112842
104,387,0.08358157
104,388,0.49979204
104,389,0.3859626
104,390,0.45307875
104,391,0.3558846
104,394,0.31760645
104,563,0.6692948
104,668,0.04614072
104,669,0.28710932
104,1183,0.17627838
104,1344,0.23708314
104,1345,0.12224294
104,1465,0.008474091
104,1740,0.32413077
104,1968,0.343521
104,1969,0.03161974
104,1970,0.35039595
105,153,0.31092474
105,380,0.486029
105,381,0.22287965
105,382,0.41440496
105,386,0.29953814
105,387,0.14916253
105,388,0.40151995
105,390,0.2613932
105,668,0.069604725
105,669,0.019219743
105,1183,0.2541457
105,1344,0.20012984
105,1345,0.2660419
105,1465,0.12884006
105,1740,0.10198853
105,1968,0.0079992395
105,1969,0.119503416
105,1970,0.073039606
106,153,0.30299976
106,1183,0.30315983
106,1968,0.46072704
106,1969,0.4783628
106,1970,0.26941693
107,109,0.108357474
107,474,8.40995e-11
107,672,7.2840163e-07
107,673,6.8630254e-07
107,674,5.220931e-10
107,1180,1.0216165e-08
108,107,0.016253345
108,109,7.9501467e-07
108,672,1.1416012e-10
108,673,8.064539e-10
108,674,0.00029470868
109,107,0.01762107
109,474,2.8422757e-05
109,672,1.1498194e-12
109,673,0.00043746113
109,674,0.09063166
109,1180,5.7472456e-12
110,343,0.005361574
110,1922,0.17039002
124,1063,0.006136977
124,1064,3.0250324e-09
124,1065,2.7388394e-06
124,1066,6.278059e-09
124,1067,2.8104684e-12
125,1063,1.7276078e-11
125,1064,1.6719321e-08
125,1065,1.1392561e-07
125,1066,4.5454924e-09
125,1067,0.028510874
126,1063,1.4530634e-05
126,1064,1.7121346e-06
126,1065,5.272971e-08
126,1066,0.00022498412
126,1067,1.3505985e-07
127,1063,0.17272876
127,1064,1.992684e-06
127,1065,1.45854e-12
127,1066,1.1180339e-06
127,1067,3.2579175e-10
128,1063,2.7782507e-08
128,1064,6.2144764e-12
128,1065,1.6528257e-10
128,1066,2.617118e-10
128,1067,1.101655e-11
129,1063,7.6332455e-08
129,1064,0.0012962345
129,1065,4.681734e-06
129,1066,2.0988464e-06
129,1067,2.2013264e-06
130,1063,1.0333023e-08
130,1064,0.027154105
130,1065,3.7226866e-09
130,1066,1.4110201e-08
130,1067,3.3183015e-10
131,1063,3.8109756e-06
131,1064,0.00059485715
131,1065,4.866243e-10
131,1066,4.7500866e-06
131,1067,2.9813145e-06
132,1063,7.400913e-12
132,1064,0.013788067
132,1065,3.042631e-05
132,1066,1.3027033e-08
132,1067,5.0931086e-09
133,1063,0.00030779463
133,1064,2.371541e-07
133,1065,8.3544223e-13
133,1066,3.192861e-05
133,1067,5.880205e-10
134,1063,0.10376801
134,1064,5.1487014e-08
134,1065,9.1791435e-07
134,1066,3.355694e-06
134,1067,1.7902235e-05
135,1063,1.17258715e-07
135,1064,3.108712e-11
135,1065,4.0370014e-07
135,1066,2.3746952e-06
135,1067,6.932308e-05
136,1063,0.0009500857
136,1064,1.0347235e-06
136,1065,0.0010222055
136,1066,6.873582e-08
136,1067,4.4122198e-13
137,342,0.115458965
137,1922,0.042295452
138,1624,0.03952166
138,1625,0.066614024
139,1624,0.0709808
139,1625,0.13597186
140,61,0.0042947917
140,141,5.1288296e-08
140,142,6.1200767e-12
140,445,9.4681346e-11
140,446,4.4302535e-08
140,583,1.1581216e-09
140,761,1.5741873e-10
140,762,9.368705e-08
140,763,1.1262658e-14
140,764,0.0041358424
140,765,4.271467e-07
140,766,3.3108203e-13
140,767,1.4571632e-11
140,768,2.6110092e-10
140,1107,5.7503952e-05
140,1108,1.8384856e-07
140,1109,6.0396843e-10
140,1110,8.083448e-14
140,1111,8.212456e-07
140,1555,1.00679e-05
141,704,0.00582438
141,705,4.127829e-11
141,706,9.518382e-12
141,707,6.2803807e-09
141,708,6.743912e-05
141,714,0.095814295
141,715,0.012702546
141,1435,0.16211241
141,1436,0.004321473
141,1437,0.0908926
141,1438,0.19157782
142,704,6.525892e-08
142,705,5.90305e-10
142,706,6.6147854e-10
142,707,0.007883614
142,708,5.797413e-10
142,714,1.6371793e-06
142,715,0.007473953
142,1435,0.13048668
142,1436,0.1909273
142,1437,0.107022196
142,1438,0.004804735
143,82,3.127437e-12
143,83,2.4663336e-11
143,144,3.135394e-07
143,407,4.9981234e-12
143,422,3.693318e-14
143,515,0.00061990327
143,516,3.5824712e-06
143,517,0.00010373223
143,771,0.00010231043
143,1850,8.948566e-09
144,82,1.30212975e-05
144,83,3.767048e-05
144,407,5.820029e-10
144,422,3.357463e-07
144,515,0.0053819236
144,516,1.1168508e-09
144,517,1.9078983e-10
144,771,0.29212645
144,1850,3.4728583e-08
145,1845,2.7717734e-11
146,153,1.0368271
146,155,0.14223462
148,20,0.030791868
148,21,9.692792e-08
148,175,0.072100475
148,176,0.009981185
148,515,1.3306727e-06
148,516,1.7926952e-05
148,517,0.01784053
148,658,2.6829171e-05
148,659,5.8944e-06
148,660,0.0041377344
148,661,0.04440576
148,662,2.7058191e-09
148,663,1.2560264e-05
148,664,4.337253e-06
148,665,0.0020571367
148,666,5.1000653e-09
148,667,2.6985027e-11
148,1117,0.00022463729
148,1118,1.1545586e-11
148,1871,6.8963885e-08
149,237,0.6593684
150,1922,0.29867536
150,1923,5.7747354e-08
151,392,0.031067273
151,393,0.08566499
152,241,0.0041348375
152,349,0.5412214
152,876,0.17893144
152,1130,0.052531034
152,1152,0.12163106
152,1158,0.1337311
152,1159,0.13929419
152,1160,0.19058517
152,1161,0.05385709
152,1162,0.0633401
152,1163,0.33646464
152,1165,0.12927416
152,1169,0.30799016
152,1173,0.08032593
152,1396,0.15342881
152,1397,0.13847162
152,1398,0.015619984
152,1400,0.11900499
152,1401,0.041880883
152,1402,0.30084726
153,149,0.6349608
153,237,0.48073632
153,1279,0.5246005
153,1922,0.411276
155,149,0.45728543
155,1279,0.51442814
157,259,0.15116978
157,265,0.07621753
157,878,0.28481036
157,883,0.24298127
157,884,0.20563324
157,914,0.2416051
157,926,0.27787495
157,1268,0.35618162
159,704,5.31514e-13
159,707,1.14530425e-11
159,708,8.9144265e-12
159,714,0.00080558663
160,704,8.43091e-15
160,707,3.88385e-06
160,708,0.004941648
160,709,0.08819473
160,710,0.20926625
160,711,0.0043699807
160,714,0.0010881545
161,396,0.050043054
161,538,0.45764452
161,564,0.83903104
161,567,0.2354348
161,568,0.15861626
161,569,0.07262288
161,622,0.12562658
161,623,0.29502836
161,624,0.32173324
161,625,0.04522508
161,632,0.17822364
161,633,0.12626103
161,635,0.12231909
161,872,0.20795481
161,942,0.3063352
161,1010,0.72944
161,1014,0.48294008
161,1205,0.2447648
161,1274,0.018361762
161,1318,0.12748508
161,1319,0.41020495
161,1361,0.2150733
161,1362,0.73727286
161,1860,0.20230335
162,672,9.614301e-06
162,673,2.3887475e-07
162,674,1.064581e-09
163,149,0.2710046
163,451,8.7403646e-07
164,1647,0.0023428749
164,1648,0.0031295307
164,1931,0.0018930775
165,1647,0.18003334
165,1648,0.025974559
165,1931,0.07859344
167,741,0.19453502
167,1444,0.04250689
168,20,0.10983698
168,73,0.08124969
168,175,0.25955895
168,176,0.0016852681
168,177,0.0035196128
169,20,0.11008564
169,73,1.08939595e-08
169,175,0.11256908
169,176,0.009593695
169,177,0.10761683
170,73,7.0399185e-14
170,175,0.023494098
170,176,0.0106060505
170,177,0.064709306
171,20,0.017501611
171,73,2.051212e-11
171,175,0.06767468
171,176,0.02100066
171,177,0.11043758
172,73,6.121411e-11
172,175,0.018329844
172,176,0.009952498
172,177,0.06829381
173,73,0.00040344681
173,175,0.033112857
173,176,0.009514417
173,177,0.07194197
174,73,0.014095756
174,175,0.0055148173
174,176,0.0149318185
174,177,0.0560799
175,23,0.055123404
175,177,0.16019565
175,798,0.02362553
175,1158,0.049402818
175,1160,0.0890706
175,1161,0.08765148
175,1162,0.1017458
175,1163,0.3803687
175,1165,0.37546188
175,1261,0.050006688
175,1765,0.08672076
175,1769,0.004448469
175,1772,0.08617157
176,23,0.0073809875
176,177,0.1595512
176,798,0.0022775927
176,1158,0.3238854
176,1160,0.10242202
176,1161,0.04402998
176,1162,0.18053696
176,1163,0.16893388
176,1165,0.4200426
176,1261,0.0041399268
176,1765,0.0028294171
176,1769,0.21087365
176,1772,0.0028557593
177,1158,0.18985045
177,1160,0.114783615
177,1161,0.048996706
177,1162,0.053777058
177,1163,0.4242122
177,1165,0.18414228
177,1765,0.034322184
177,1769,0.050221212
177,1772,0.13077796
180,1016,0.16006355
181,1134,0.04386447
181,1135,0.064146176
182,1049,3.337074e-11
182,1050,0.0003457354
184,538,0.31773058
184,569,0.115161374
185,422,8.618234e-08
185,700,0.013563607
185,701,0.035177317
185,702,0.0056958348
185,1749,2.7632246e-10
185,2000,0.0033816372
185,2004,0.00047967382
186,187,1.733817e-07
186,1512,0.22052553
186,1513,0.30498618
186,1514,0.07133656
186,1515,0.35470745
186,1519,0.02322974
186,1520,0.037371878
186,1521,0.04593543
186,1821,3.0255333e-11
186,1825,0.019367158
186,1826,5.521147e-12
187,1512,0.097401194
187,1513,0.234659
187,1514,0.37953922
187,1515,0.057210367
187,1519,0.12046494
187,1520,0.13355011
187,1521,0.101040326
187,1825,1.1354324e-11
207,1749,0.00015795113
208,26,0.00012792379
208,28,8.8011715e-05
208,29,7.230486e-08
208,30,0.0023648243
208,31,8.355234e-07
208,32,3.7487347e-08
208,33,0.10938487
208,34,5.532155e-09
208,35,1.2417225e-11
208,209,9.867926e-10
208,210,4.930329e-05
208,211,8.850526e-06
208,212,4.679988e-06
208,215,2.3872753e-06
208,216,0.09289583
208,217,1.416647e-05
208,218,4.0199302e-05
208,219,0.12566645
208,220,0.00015233329
208,221,0.08969655
208,222,0.041031726
208,223,3.8333792e-10
208,1244,0.2624775
208,1245,0.13465367
208,1246,3.586474e-06
208,1247,3.8419996e-09
208,1289,2.5386842e-09
208,1290,0.07427143
208,1291,0.17014219
208,1348,0.0938604
208,1349,5.4055715e-11
208,1350,6.1135426e-05
208,1498,5.3092e-06
208,1499,4.2841e-05
208,1500,0.0010865151
208,1501,1.0040002e-11
208,1502,0.028868007
208,1572,1.3419502e-07
208,1573,2.7570655e-07
208,1574,0.18356568
208,1610,7.279128e-10
208,1611,2.9507663e-13
209,26,1.2069832e-11
209,28,8.8360895e-07
209,29,2.993775e-13
209,30,3.080885e-06
209,31,9.256334e-06
209,32,0.034977835
209,33,1.5512729e-05
209,34,7.896804e-07
209,35,1.7235908e-06
209,210,9.966302e-07
209,211,1.6811613e-05
209,212,0.028854813
209,215,3.5610968e-09
209,216,9.1977887e-07
209,217,0.0010040156
209,218,1.3035596e-09
209,219,1.1879857e-09
209,220,1.4425094e-09
209,221,1.9063184e-10
209,222,0.13110468
209,223,3.2727262e-11
209,1244,1.6110019e-07
209,1245,1.5200727e-09
209,1246,2.5089938e-10
209,1247,2.355791e-10
209,1289,5.8491577e-07
209,1290,0.013163112
209,1291,0.10177499
209,1348,2.0145034e-08
209,1349,8.244847e-06
209,1350,0.0034920345
209,1498,5.3844497e-06
209,1499,4.3973755e-10
209,1500,1.5879382e-13
209,1501,3.244486e-09
209,1502,1.2945662e-11
209,1572,0.0006882826
209,1573,0.006798132
209,1574,8.040124e-05
209,1610,4.014191e-07
209,1611,9.927463e-07
210,26,7.393305e-06
210,28,0.14080295
210,29,0.123028986
210,30,4.30524e-07
210,31,3.0650872e-06
210,32,5.6619797e-06
210,33,1.9336059e-10
210,34,0.009201612
210,35,8.303502e-12
210,211,2.1070593e-12
210,212,1.9902294e-07
210,215,0.0012973861
210,216,3.075409e-07
210,217,6.830326e-07
210,218,1.0164436e-09
210,219,2.1360032e-11
210,220,3.918037e-05
210,221,6.6578364e-06
210,222,0.10362417
210,223,4.7537522e-08
210,1244,3.693155e-07
210,1245,1.8096154e-07
210,1246,2.394243e-08
210,1247,4.3519372e-11
210,1289,3.2700642e-14
210,1290,0.042027667
210,1291,0.009447614
210,1348,0.0026756527
210,1349,8.3178353e-10
210,1350,0.010407329
210,1498,7.3091984e-11
210,1499,3.780386e-07
210,1500,1.1860377e-12
210,1501,7.2246324e-09
210,1502,0.0003529805
210,1572,8.217733e-07
210,1573,8.3729255e-09
210,1574,3.218773e-06
210,1610,2.8958507e-06
210,1611,0.024352249
211,26,4.4143955e-05
211,28,3.8142302e-11
211,29,2.088684e-08
211,30,4.4185317e-10
211,31,3.3060435e-06
211,32,1.0515757e-08
211,33,0.025331123
211,34,3.9395394e-07
211,35,6.318776e-10
211,212,1.5448708e-07
211,215,1.5175337e-09
211,216,0.067150936
211,217,3.3200294e-08
211,218,3.211796e-10
211,219,5.3218766e-12
211,220,2.160471e-06
211,221,0.053506635
211,222,0.04125929
211,223,2.276351e-05
