Drug A,Drug B,Cell Line Name,Score
Lapatinib,Sorafenib,NCI-H460,1.41805545618482
paclitaxel,Lapatinib,UWB1289,1.1615369027166365
metformin,Sunitinib,UWB1289,-8.207132148775708
paclitaxel,geldanamycin,UWB1289,0.2729453578388601
Erlotinib,Sorafenib,A375,3.7921116228684086
vinblastine,Sorafenib,LOVO,-1.6005087696864486
Sunitinib,Lapatinib,HCT116,-3.195242757261453
vinblastine,Dasatinib,NCIH1650,3.42669038506664
Vorinostat,geldanamycin,HCT116,-4.01456885639382
dexamethasone,Vorinostat,HT29,-35.4604736838065
Vorinostat,Lapatinib,NCI-H460,-10.398648228661925
paclitaxel,Lapatinib,A2058,-15.2234416939723
dexamethasone,Dasatinib,OV90,-5.5623675139736175
Vorinostat,Erlotinib,A2780,9.625121597198186
dexamethasone,geldanamycin,UACC62,-40.3645652505015
vinblastine,Dasatinib,A427,0.4664503305112299
dexamethasone,Vorinostat,LOVO,-3.8022266666193874
dexamethasone,geldanamycin,T-47D,-3.2855896341823474
Vorinostat,Sorafenib,RKO,-0.7012610501602399
Sunitinib,Erlotinib,UACC62,11.555346181601609
metformin,Erlotinib,SKMES1,-18.5891767455387
metformin,Sunitinib,A427,-37.13962469223695
Erlotinib,geldanamycin,HCT116,7.06923762363823
Lapatinib,Sorafenib,OCUBM,7.5482379424635875
Vorinostat,Lapatinib,OCUBM,7.859716520666763
Erlotinib,geldanamycin,OVCAR3,-1.03656181464744
Erlotinib,geldanamycin,NCIH1650,7.206977941743588
Vorinostat,Sunitinib,NCI-H460,3.67041582610247
metformin,Vorinostat,HCT116,-62.9031214125763
Erlotinib,Sorafenib,CAOV3,6.1026124307435
Lapatinib,Dasatinib,RPMI7951,-3.724573545179619
Sunitinib,Lapatinib,OVCAR3,9.1356503291117
vinblastine,geldanamycin,NCIH23,-4.65691689928222
metformin,Sunitinib,PA1,-61.4386715672369
vinblastine,Vorinostat,SK-OV-3,5.053393098685065
paclitaxel,Vorinostat,HT144,5.05355462238675
metformin,Dasatinib,A2058,-6.2026319104393295
Vorinostat,Sorafenib,OV90,-0.71117494174041
Sunitinib,geldanamycin,A427,5.87221574658101
paclitaxel,Vorinostat,A2780,2.046344769010002
vinblastine,Dasatinib,SKMES1,-5.822632503482525
paclitaxel,Sorafenib,VCAP,-1.6610011043127195
metformin,geldanamycin,A375,-49.062306315025
Lapatinib,Sorafenib,MDAMB436,-8.393586343504198
dexamethasone,Dasatinib,A427,-6.68253431604433
Sunitinib,geldanamycin,SK-OV-3,2.78743688363977
paclitaxel,Erlotinib,NCIH520,-6.708306328674888
paclitaxel,Sunitinib,UWB1289,-2.095241650043551
metformin,Lapatinib,NCIH520,-8.36164856265281
dexamethasone,Lapatinib,PA1,4.72846919446815
Vorinostat,geldanamycin,NCIH520,-4.764629840066975
metformin,Dasatinib,NCI-H460,-0.670930828719279
paclitaxel,Dasatinib,LOVO,7.276768036701751
Sunitinib,Lapatinib,RPMI7951,11.616605850275496
Vorinostat,Sorafenib,SKMES1,-0.1428452494230792
Lapatinib,Sorafenib,LOVO,-4.92782811871599
Sunitinib,Erlotinib,A2058,8.747205755218493
metformin,Dasatinib,UACC62,-13.4460672849668
paclitaxel,Vorinostat,HT29,4.768047800449637
dexamethasone,Lapatinib,NCIH520,4.001938538520379
dexamethasone,Sorafenib,NCIH1650,-14.409506408843407
dexamethasone,Sorafenib,A375,-3.8453528225106623
vinblastine,Lapatinib,SK-OV-3,3.37898618824583
Lapatinib,Sorafenib,NCIH1650,8.829561804598438
vinblastine,Dasatinib,UACC62,-1.4680391508473674
Sunitinib,Dasatinib,NCIH23,15.8859560938761
metformin,Dasatinib,UWB1289,-8.2299173561342
vinblastine,Sorafenib,PA1,-1.338045882914232
Vorinostat,Erlotinib,A427,1.7706121017107803
metformin,Dasatinib,CAOV3,-9.979741434164584
Vorinostat,Erlotinib,NCIH23,-2.77042962989298
vinblastine,Sunitinib,CAOV3,3.22816419080692
paclitaxel,Lapatinib,A427,-0.6715208179901364
Sunitinib,Lapatinib,OCUBM,18.9715733525152
Erlotinib,Dasatinib,SW837,12.283123760680592
Vorinostat,Sorafenib,SW837,-7.910003358009165
geldanamycin,Sorafenib,HT29,-1.995826789875676
dexamethasone,geldanamycin,PA1,3.126169348435272
dexamethasone,geldanamycin,RPMI7951,-34.3143130117107
dexamethasone,Vorinostat,MDAMB436,-15.4752611754195
Lapatinib,Sorafenib,VCAP,7.92708077877978
Vorinostat,Erlotinib,NCI-H460,1.1496085756031087
dexamethasone,Dasatinib,UWB1289,-9.176001953270983
Vorinostat,geldanamycin,LOVO,-6.055427015859325
paclitaxel,Vorinostat,OCUBM,5.50221601830175
Vorinostat,Sunitinib,VCAP,-5.2815921348029296
metformin,Sunitinib,OVCAR3,-1.6020246929696491
metformin,Vorinostat,SKMEL30,-46.6686841099013
dexamethasone,Sunitinib,RKO,-27.6920167541674
Vorinostat,geldanamycin,OV90,0.9434331950199416
Sunitinib,geldanamycin,OCUBM,6.80321923705408
dexamethasone,geldanamycin,SKMES1,-12.2774867069717
Erlotinib,geldanamycin,NCIH23,-1.5082203021212124
Erlotinib,Sorafenib,NCIH2122,-7.815562497274902
Lapatinib,Sorafenib,SW837,3.42951329804928
Vorinostat,Dasatinib,SKMES1,-3.454798154796729
Sunitinib,Lapatinib,NCIH23,-0.3550158381598589
Sunitinib,Dasatinib,A2058,18.1939100849816
vinblastine,Sunitinib,SKMEL30,-3.119647295186995
vinblastine,Sunitinib,NCI-H460,2.44728958086436
Erlotinib,geldanamycin,MDAMB436,3.776985072333982
dexamethasone,Vorinostat,HT144,-45.30258920076982
Sunitinib,geldanamycin,HCT116,9.179556151687803
Dasatinib,geldanamycin,OCUBM,6.55729051148795
paclitaxel,Sorafenib,HT144,4.4516036428765
Vorinostat,Dasatinib,A2780,-6.31868596379813
vinblastine,Sunitinib,T-47D,-70.8116033690518
Sunitinib,Lapatinib,SKMEL30,6.429854346358795
Vorinostat,Erlotinib,OVCAR3,3.54836143321337
metformin,Dasatinib,SW-620,9.04709717330502
Lapatinib,Erlotinib,RKO,-6.32558602127377
Erlotinib,Sorafenib,PA1,-0.7762273913233743
vinblastine,Lapatinib,NCIH2122,-2.1691769605730515
Vorinostat,Sorafenib,NCIH2122,-8.251107402184557
dexamethasone,Sunitinib,A375,-12.7137936794919
Erlotinib,Sorafenib,HT144,-0.6089836493556324
Sunitinib,Sorafenib,OVCAR3,-10.6557437737239
vinblastine,Vorinostat,NCIH520,-3.15887949932979
vinblastine,Vorinostat,OV90,-2.149900469098629
vinblastine,geldanamycin,NCIH1650,-3.43040335892423
dexamethasone,Vorinostat,A427,-37.1716279374795
metformin,Lapatinib,OVCAR3,-14.6157572128631
Vorinostat,Erlotinib,RPMI7951,5.954690473588823
Lapatinib,Sorafenib,T-47D,10.982614675109394
Erlotinib,geldanamycin,SW837,3.00680128293027
dexamethasone,Lapatinib,OVCAR3,-4.214346026907057
dexamethasone,Vorinostat,NCIH520,-9.633163292669298
Erlotinib,Dasatinib,RPMI7951,2.85060083445348
dexamethasone,geldanamycin,SKMEL30,-12.500029270357295
Erlotinib,Dasatinib,HCT116,-5.77665564868809
paclitaxel,geldanamycin,NCIH2122,-81.52648016021857
metformin,Lapatinib,A2780,-22.3071231538392
Lapatinib,Sorafenib,UWB1289,3.88109013796494
Sunitinib,Sorafenib,A427,3.562549470771905
dexamethasone,Sorafenib,UWB1289,-6.879472048396067
dexamethasone,Dasatinib,NCIH23,-7.18713065449027
Vorinostat,Lapatinib,SKMES1,3.61441892535489
vinblastine,Lapatinib,A2058,-10.901275449743116
metformin,Sunitinib,HT29,-18.0018409950579
Lapatinib,geldanamycin,MDAMB436,4.4105627388370605
dexamethasone,Erlotinib,OV90,-3.5390830989045075
geldanamycin,Sorafenib,A375,4.123908949931413
Lapatinib,Erlotinib,NCI-H460,-1.6552655274048038
Erlotinib,Sorafenib,NCIH23,-1.93656353174353
metformin,Sunitinib,NCI-H460,-3.681083449701528
vinblastine,Dasatinib,SW837,5.29419053806362
Lapatinib,geldanamycin,HCT116,-4.739766082030863
dexamethasone,Erlotinib,HT144,-35.5448186771701
Erlotinib,geldanamycin,SK-OV-3,2.77922195660905
Dasatinib,Sorafenib,NCIH520,10.16232173056559
metformin,Dasatinib,NCIH2122,-34.48768519828235
Sunitinib,Erlotinib,VCAP,7.960789166364423
vinblastine,Lapatinib,VCAP,2.334382802629
Vorinostat,Dasatinib,HCT116,-20.3623076046531
vinblastine,Lapatinib,A375,-23.3725501337939
Erlotinib,geldanamycin,RPMI7951,-2.54688332955635
paclitaxel,geldanamycin,HT144,3.7347243087796
vinblastine,Sorafenib,SKMEL30,5.99108205682079
paclitaxel,geldanamycin,MDAMB436,3.42848617073407
Sunitinib,Erlotinib,NCIH23,6.09033976794457
paclitaxel,Dasatinib,PA1,2.4851768276660025
vinblastine,geldanamycin,SK-OV-3,1.775572054007981
Lapatinib,Erlotinib,A2780,7.809600001042748
metformin,Erlotinib,NCI-H460,-14.1325019191809
Vorinostat,Erlotinib,SKMES1,6.63109301847755
vinblastine,Lapatinib,NCIH23,-9.09730633851708
vinblastine,Dasatinib,HT144,-39.7169735486916
Erlotinib,Dasatinib,NCIH520,4.92186081619874
paclitaxel,Erlotinib,NCI-H460,10.349523074958825
Lapatinib,Sorafenib,A375,5.029017096161708
Vorinostat,Sunitinib,A2058,1.289294757415069
dexamethasone,Dasatinib,SK-OV-3,-2.367312137177082
Sunitinib,Lapatinib,NCIH2122,17.2594267615487
Vorinostat,Lapatinib,LOVO,-0.3284521577656807
paclitaxel,Sunitinib,PA1,0.6962467393230812
Vorinostat,Sorafenib,HT144,-4.665207913971671
Erlotinib,Dasatinib,NCIH2122,-21.5871320482388
Lapatinib,Sorafenib,NCIH23,-1.6422791314174887
Vorinostat,Erlotinib,T-47D,5.635020609606415
paclitaxel,Dasatinib,MDAMB436,1.2555345380058751
Vorinostat,Sorafenib,A2780,-2.377061578670744
metformin,Vorinostat,MDAMB436,-42.6579269422049
metformin,Vorinostat,HT144,-23.6042929930625
Vorinostat,Sorafenib,OCUBM,-1.9263965715605047
Vorinostat,Dasatinib,T-47D,5.321680837772678
dexamethasone,Sunitinib,UACC62,-15.020937907067507
paclitaxel,Lapatinib,HT144,6.46185690649625
metformin,Erlotinib,HT29,-17.7883076547542
vinblastine,Dasatinib,SW-620,-40.7258600860177
paclitaxel,Lapatinib,UACC62,3.7078671714499096
paclitaxel,Sunitinib,NCI-H460,9.58062385928767
paclitaxel,Dasatinib,HT144,-40.2101205720394
