Drug A,Drug B,Cell Line Name,Score
Dasatinib,geldanamycin,VCAP,-0.8981307679622897
Erlotinib,geldanamycin,UACC62,4.5031585012656095
metformin,Dasatinib,A427,0.8542168432631491
Lapatinib,Erlotinib,OCUBM,3.4484762474106
vinblastine,Sunitinib,A427,5.81602235619721
Vorinostat,Dasatinib,MDAMB436,-1.9051378030600723
paclitaxel,Sorafenib,HCT116,-1.4872271509121793
vinblastine,Vorinostat,VCAP,-0.1898191226144924
vinblastine,Sorafenib,OV90,0.4685622181175212
Vorinostat,Sorafenib,SKMEL30,-0.6472060937938101
vinblastine,Erlotinib,PA1,-4.0681667574955
Erlotinib,Sorafenib,MDAMB436,-4.144685584269085
paclitaxel,Dasatinib,SW837,3.6053774296538297
Vorinostat,Sunitinib,CAOV3,1.5718362711845366
dexamethasone,Erlotinib,PA1,-13.053772031257305
vinblastine,Dasatinib,UWB1289,4.05485944970297
metformin,geldanamycin,SK-OV-3,-27.5445722402187
Sunitinib,Dasatinib,NCI-H460,16.9349100756105
Erlotinib,Dasatinib,OV90,6.075310726130807
Lapatinib,Erlotinib,LOVO,-1.2036514942358316
vinblastine,Sorafenib,SKMES1,4.417989059347175
Vorinostat,Dasatinib,VCAP,1.69213972357191
Erlotinib,geldanamycin,SKMES1,6.02246857213521
metformin,Vorinostat,A2780,-63.2346715672369
Sunitinib,Dasatinib,SKMEL30,-12.909180343140196
vinblastine,Sorafenib,HT144,9.859104788483815
vinblastine,Dasatinib,LOVO,3.7092867134231
metformin,Lapatinib,A427,-14.285610883283098
dexamethasone,Erlotinib,SW-620,-10.731303688850904
vinblastine,Sunitinib,OCUBM,0.8069046214032297
dexamethasone,Erlotinib,MDAMB436,-23.2954444871652
Erlotinib,Dasatinib,NCI-H460,-0.4503474699443348
Sunitinib,Sorafenib,LOVO,-3.0703466753296
Vorinostat,Dasatinib,A2058,11.710679650337616
vinblastine,Sunitinib,SKMES1,-6.61979034735207
paclitaxel,Erlotinib,UACC62,4.55602013063716
metformin,Sorafenib,LOVO,-34.0729170807354
dexamethasone,Vorinostat,SKMEL30,-15.957982665262508
vinblastine,Sorafenib,VCAP,1.2287673509824204
Sunitinib,Sorafenib,HCT116,1.2705701336207027
vinblastine,Vorinostat,RPMI7951,2.26767773086615
Lapatinib,Dasatinib,HCT116,-13.812973987503693
paclitaxel,Vorinostat,A427,-5.25293160621848
paclitaxel,geldanamycin,HCT116,-2.33292598982445
Vorinostat,Sorafenib,OVCAR3,-8.044482691931467
Vorinostat,Lapatinib,SW-620,-24.4432878855492
metformin,Vorinostat,SK-OV-3,-49.8653288018085
Erlotinib,Sorafenib,RKO,2.099307195887115
Sunitinib,Lapatinib,NCIH1650,16.4171583068458
Vorinostat,geldanamycin,VCAP,7.262818938793504
metformin,Sunitinib,NCIH1650,-51.402683514636095
vinblastine,Lapatinib,MDAMB436,-7.87226820943855
Dasatinib,Sorafenib,SKMES1,-5.8684323426223
paclitaxel,geldanamycin,NCIH23,-2.1789667599796294
Erlotinib,geldanamycin,UWB1289,-3.9331393974605526
paclitaxel,Lapatinib,VCAP,-19.1693792779686
Vorinostat,Sunitinib,RKO,-4.03025121975644
paclitaxel,Sorafenib,CAOV3,-1.5178355576616795
Vorinostat,Erlotinib,HCT116,-1.130678948105339
metformin,Vorinostat,CAOV3,-15.746453943284
metformin,Sorafenib,SW837,-39.0646563811545
metformin,Sunitinib,NCIH520,-24.1634597090208
Vorinostat,Lapatinib,UWB1289,0.8617451361473882
Vorinostat,Sorafenib,LOVO,-10.386374558578522
Erlotinib,geldanamycin,A427,0.7652624054000594
geldanamycin,Sorafenib,NCIH2122,0.6884341878779402
paclitaxel,Sunitinib,A427,4.187869588752649
paclitaxel,Sorafenib,T-47D,3.88810032819938
Sunitinib,Sorafenib,SW837,-18.9061714872788
paclitaxel,Erlotinib,A2058,-3.9965921287470247
paclitaxel,geldanamycin,CAOV3,-0.7280966227290082
dexamethasone,Dasatinib,OVCAR3,-5.179391847578812
paclitaxel,Sunitinib,T-47D,-24.3954295810688
vinblastine,Vorinostat,HT144,1.7336328627834918
Lapatinib,Dasatinib,VCAP,4.509456424718162
dexamethasone,Sunitinib,NCIH2122,14.1235470599023
metformin,Lapatinib,NCIH2122,-41.8026500314277
Dasatinib,Sorafenib,SKMEL30,-15.1006814359747
