Drug A,Drug B,Cell Line Name,Score
Vorinostat,Sorafenib,T-47D,-6.22433036882608
dexamethasone,Vorinostat,SW837,-10.128266274366498
paclitaxel,Sunitinib,LOVO,2.11024229353816
dexamethasone,Lapatinib,OV90,-3.520787796436005
Sunitinib,Erlotinib,NCIH23,6.09033976794457
Sunitinib,Erlotinib,UWB1289,7.11033993521173
Sunitinib,geldanamycin,NCIH520,0.2492257167476033
paclitaxel,Sunitinib,MDAMB436,-0.6920482116816997
Dasatinib,geldanamycin,A427,1.6740112862957208
metformin,Erlotinib,A2780,-48.3858044800915
vinblastine,geldanamycin,OCUBM,-16.8483709423333
paclitaxel,Sorafenib,SK-OV-3,2.71808902854303
Lapatinib,geldanamycin,NCIH1650,5.72263802046558
Vorinostat,geldanamycin,CAOV3,-3.34531377329845
dexamethasone,Vorinostat,SK-OV-3,-13.3709137252944
Lapatinib,Dasatinib,UWB1289,7.42840635595139
Vorinostat,Sunitinib,UWB1289,6.120538767403939
metformin,Erlotinib,NCI-H460,-14.1325019191809
Lapatinib,Dasatinib,HT144,-9.28527551691871
Dasatinib,Sorafenib,SW-620,11.923948375295712
Lapatinib,Sorafenib,UWB1289,3.88109013796494
Vorinostat,Dasatinib,HT144,-11.221818720505304
dexamethasone,Vorinostat,VCAP,-21.4503408223732
Dasatinib,Sorafenib,LOVO,2.1747311895065486
paclitaxel,Sunitinib,HCT116,5.960801203295765
vinblastine,Lapatinib,HT29,-5.83438093189622
Dasatinib,Sorafenib,OVCAR3,0.7345204104922589
dexamethasone,Sorafenib,VCAP,-11.773766374328297
dexamethasone,Erlotinib,RKO,-9.06573754635488
vinblastine,Sunitinib,LOVO,1.675381804264854
dexamethasone,Vorinostat,A2780,-35.8337806803641
vinblastine,Erlotinib,SK-OV-3,8.077984978184695
Lapatinib,geldanamycin,PA1,4.304204520484877
geldanamycin,Sorafenib,UACC62,3.2582764286422226
vinblastine,Sorafenib,RPMI7951,-2.4097304318056905
metformin,Vorinostat,SW-620,-68.1959205924323
dexamethasone,Vorinostat,LOVO,-3.8022266666193874
Lapatinib,geldanamycin,UACC62,3.59102041590596
Lapatinib,geldanamycin,RPMI7951,-5.960419628776203
dexamethasone,Vorinostat,OCUBM,-37.2883298194418
Sunitinib,Sorafenib,UACC62,-2.13735826282737
Sunitinib,Dasatinib,NCIH1650,8.106852576346123
geldanamycin,Sorafenib,HT29,-1.995826789875676
Vorinostat,Lapatinib,HT144,-0.0556983764780604
dexamethasone,Dasatinib,NCIH1650,-10.5414716495377
vinblastine,Lapatinib,A2780,-11.299328727708405
metformin,Sunitinib,SK-OV-3,-64.65676531723692
Vorinostat,Erlotinib,SW837,10.229168329440906
Dasatinib,geldanamycin,A375,10.3189652047012
vinblastine,Lapatinib,NCIH520,-11.996919710325
paclitaxel,Erlotinib,A375,11.877856996640997
Lapatinib,Dasatinib,SW837,20.7191486697607
Sunitinib,Lapatinib,HT144,17.1612744381531
Sunitinib,geldanamycin,NCIH2122,-9.859535687586003
Erlotinib,geldanamycin,HT144,5.26551760771767
paclitaxel,Dasatinib,PA1,2.4851768276660025
vinblastine,Vorinostat,T-47D,6.097122298913325
paclitaxel,Erlotinib,A427,-1.3944922949507652
Vorinostat,Sunitinib,SKMES1,-5.85807143580148
metformin,Sunitinib,A427,-37.13962469223695
metformin,Sunitinib,SW837,-71.7765711158932
Lapatinib,geldanamycin,VCAP,1.3131129859732091
metformin,Dasatinib,HCT116,-13.14009076535719
Sunitinib,Sorafenib,PA1,-4.99755531471552
dexamethasone,Dasatinib,A427,-6.68253431604433
dexamethasone,geldanamycin,A2058,-31.18852367408345
Lapatinib,Erlotinib,A427,2.8513084033656
vinblastine,Lapatinib,NCIH23,-9.09730633851708
Sunitinib,Sorafenib,OVCAR3,-10.6557437737239
dexamethasone,Dasatinib,NCIH520,2.4314234692194163
Lapatinib,Sorafenib,LOVO,-4.92782811871599
dexamethasone,Dasatinib,UACC62,-10.968565079401992
metformin,Erlotinib,RPMI7951,-13.5632540546311
vinblastine,Erlotinib,NCIH23,3.7606671418030695
metformin,Sorafenib,NCI-H460,-21.61387508166409
Vorinostat,geldanamycin,HT29,-1.9977872313530125
Vorinostat,geldanamycin,VCAP,7.262818938793504
paclitaxel,Sorafenib,A427,1.926107182225645
dexamethasone,Sunitinib,A2058,-15.7834934865799
paclitaxel,Sorafenib,A2058,-6.72144892291601
paclitaxel,geldanamycin,CAOV3,-0.7280966227290082
Sunitinib,Lapatinib,OV90,4.435147085081137
vinblastine,Erlotinib,HT29,1.674966057420845
Lapatinib,Erlotinib,A2780,7.809600001042748
vinblastine,Erlotinib,SW-620,-5.472376660417956
vinblastine,Vorinostat,A2780,2.776867734737273
Sunitinib,Sorafenib,NCIH2122,-14.4731176558811
Vorinostat,Erlotinib,OCUBM,3.41802282280863
Lapatinib,geldanamycin,NCI-H460,5.391699208755202
Vorinostat,Lapatinib,NCIH520,-1.2293411329062325
vinblastine,Vorinostat,OV90,-2.149900469098629
paclitaxel,Lapatinib,RPMI7951,-13.2494383747796
paclitaxel,geldanamycin,SKMEL30,-2.390619984667185
paclitaxel,Vorinostat,OCUBM,5.50221601830175
metformin,Lapatinib,HT144,-36.8822022827233
paclitaxel,Lapatinib,NCIH23,-4.20883890972707
Vorinostat,Sorafenib,NCIH520,0.2016574678685985
Sunitinib,Erlotinib,HT29,13.644333664082708
Lapatinib,Dasatinib,MDAMB436,3.11049964318654
paclitaxel,Vorinostat,VCAP,3.27100049685324
vinblastine,Sunitinib,UWB1289,0.8319171014720902
Vorinostat,Lapatinib,SKMEL30,-1.79502295092813
dexamethasone,Erlotinib,CAOV3,7.418770080750715
Sunitinib,Lapatinib,NCIH23,-0.3550158381598589
vinblastine,geldanamycin,UWB1289,1.8368511005450223
vinblastine,Dasatinib,A375,-1.876637029070265
vinblastine,Lapatinib,SW837,8.70853787657841
Erlotinib,geldanamycin,NCIH2122,3.08443697315444
Vorinostat,Sorafenib,SKMEL30,-0.6472060937938101
metformin,Erlotinib,NCIH23,-14.1813773041305
dexamethasone,Sunitinib,OV90,4.82455755953161
Erlotinib,Dasatinib,A2780,9.30630078585379
vinblastine,geldanamycin,A2058,-0.5413656534735456
metformin,Erlotinib,HT144,-33.1832620874725
Dasatinib,geldanamycin,UWB1289,-5.94174589421185
vinblastine,Erlotinib,VCAP,16.694612728237402
vinblastine,Dasatinib,SW837,5.29419053806362
Vorinostat,Dasatinib,SK-OV-3,-2.1147225087047508
paclitaxel,Erlotinib,RKO,-2.6871577689602653
Sunitinib,Erlotinib,SW837,6.001532732018722
vinblastine,Sorafenib,A375,8.398744223780918
metformin,Vorinostat,SK-OV-3,-49.8653288018085
Erlotinib,Dasatinib,SKMES1,11.10272802991041
vinblastine,Dasatinib,VCAP,1.6646916021852596
Sunitinib,Lapatinib,SKMEL30,6.429854346358795
metformin,Sorafenib,HT29,-37.4061766871973
paclitaxel,Sorafenib,UACC62,-0.89184437235696
Dasatinib,Sorafenib,RKO,4.179707781567577
dexamethasone,Sorafenib,OVCAR3,0.2594141505344826
Sunitinib,Dasatinib,VCAP,13.015759276594096
Lapatinib,Dasatinib,NCI-H460,-2.6053130644292946
vinblastine,Sorafenib,VCAP,1.2287673509824204
Dasatinib,geldanamycin,A2780,-3.15562863494722
Sunitinib,Lapatinib,VCAP,13.309934514349203
Vorinostat,geldanamycin,A427,-9.601847091024196
Vorinostat,Erlotinib,A427,1.7706121017107803
dexamethasone,Erlotinib,SKMEL30,-31.515616413872173
metformin,Lapatinib,NCIH23,-2.8472026300298463
vinblastine,Dasatinib,HT29,-6.9648772325347394
metformin,Vorinostat,RPMI7951,-22.42608065327665
Sunitinib,Lapatinib,MDAMB436,1.166748445159433
Sunitinib,Sorafenib,NCI-H460,-0.1777753404752198
metformin,Lapatinib,RKO,-78.7451798053926
Lapatinib,Dasatinib,T-47D,7.06032809637297
Vorinostat,geldanamycin,SK-OV-3,2.332279780348585
metformin,Sunitinib,A2058,-30.89708550466269
Erlotinib,geldanamycin,PA1,1.4803529144374856
vinblastine,Lapatinib,RPMI7951,-2.93911844531118
Sunitinib,geldanamycin,CAOV3,7.184930267876617
Erlotinib,Sorafenib,A2058,-2.25262466719878
Dasatinib,geldanamycin,VCAP,-0.8981307679622897
vinblastine,Vorinostat,OVCAR3,-1.289264920121349
paclitaxel,Lapatinib,UWB1289,1.1615369027166365
Vorinostat,Sorafenib,SK-OV-3,-2.40000424902785
metformin,Erlotinib,SKMES1,-18.5891767455387
Sunitinib,geldanamycin,OV90,-25.0659802428987
paclitaxel,Lapatinib,NCIH2122,-2.289513933263135
paclitaxel,Lapatinib,A2058,-15.2234416939723
paclitaxel,Erlotinib,SKMEL30,-0.1240821746904601
geldanamycin,Sorafenib,NCIH1650,-7.75971004909346
Sunitinib,geldanamycin,A2780,4.67424026120176
paclitaxel,Dasatinib,UWB1289,4.774357664359128
vinblastine,geldanamycin,OVCAR3,-11.8973420493851
paclitaxel,Dasatinib,NCI-H460,-39.0956747424042
vinblastine,geldanamycin,A2780,1.418014053180695
paclitaxel,geldanamycin,SK-OV-3,2.3166834950764685
metformin,Erlotinib,SKMEL30,-90.3299705619704
vinblastine,Lapatinib,CAOV3,4.71112087372323
vinblastine,Erlotinib,T-47D,2.264898495983479
vinblastine,Dasatinib,HCT116,-76.9668504799361
Vorinostat,geldanamycin,A2780,0.2570808252882703
dexamethasone,geldanamycin,OV90,-11.219410776078313
paclitaxel,Erlotinib,HCT116,-4.639593570653838
metformin,Erlotinib,NCIH1650,-23.227454082363305
metformin,geldanamycin,VCAP,-60.92137282626391
paclitaxel,Dasatinib,A2780,0.1119561526876595
Vorinostat,geldanamycin,OCUBM,-6.50906463316165
Sunitinib,Sorafenib,SW-620,-2.67676896274171
metformin,Vorinostat,SKMES1,-42.936846127142296
Erlotinib,Dasatinib,HT29,9.2088386022025
Lapatinib,Erlotinib,RKO,-6.32558602127377
dexamethasone,geldanamycin,PA1,3.126169348435272
Vorinostat,Dasatinib,PA1,-0.6581754288220045
paclitaxel,Lapatinib,NCI-H460,-30.8171784242839
metformin,geldanamycin,NCIH2122,-12.0320822507053
Erlotinib,Dasatinib,A427,16.899113604615202
Lapatinib,Dasatinib,PA1,8.933703319425492
Erlotinib,Dasatinib,UWB1289,12.5580583918003
dexamethasone,Sunitinib,LOVO,-8.39479061793487
Vorinostat,Dasatinib,RPMI7951,0.2047767843086013
vinblastine,Erlotinib,A375,7.909526276907584
Lapatinib,Erlotinib,OV90,7.588764503474316
Vorinostat,Sunitinib,OCUBM,-1.8239337240231768
paclitaxel,Erlotinib,SKMES1,2.42002639701588
paclitaxel,geldanamycin,SW837,-1.7174251595272625
Sunitinib,Dasatinib,NCIH2122,-3.802611775309477
dexamethasone,geldanamycin,T-47D,-3.2855896341823474
dexamethasone,Sunitinib,RKO,-27.6920167541674
Lapatinib,Sorafenib,OV90,6.457932781589695
paclitaxel,geldanamycin,T-47D,-17.6830733389949
geldanamycin,Sorafenib,OCUBM,6.9472187772133225
vinblastine,Sunitinib,SW-620,1.675245639565673
metformin,Erlotinib,PA1,-44.6057608529879
vinblastine,Vorinostat,A2058,-7.726553411266567
vinblastine,geldanamycin,RPMI7951,0.4076170529080399
Vorinostat,Dasatinib,OV90,1.0590749185315824
metformin,Vorinostat,NCIH23,-6.613686761665703
dexamethasone,Dasatinib,RKO,-11.9784507557909
Sunitinib,Sorafenib,OCUBM,1.0966146270020711
metformin,Vorinostat,SW837,-47.9875704511971
dexamethasone,Lapatinib,OVCAR3,-4.214346026907057
vinblastine,Erlotinib,SKMEL30,7.73570234615748
Dasatinib,Sorafenib,SW837,-0.5663484394051013
paclitaxel,Vorinostat,SKMEL30,-0.1058882282985149
Sunitinib,Erlotinib,HCT116,0.31232235517322
dexamethasone,Sorafenib,HCT116,-15.902118442879
paclitaxel,Erlotinib,NCI-H460,10.349523074958825
Vorinostat,Dasatinib,NCIH520,-4.029904705212941
paclitaxel,Erlotinib,T-47D,0.1235817830644999
Lapatinib,geldanamycin,T-47D,-2.3458288386735573
Lapatinib,geldanamycin,HCT116,-4.739766082030863
metformin,Lapatinib,SW-620,-1.511416195100045
Vorinostat,geldanamycin,SKMEL30,-6.376202369524528
Lapatinib,Sorafenib,VCAP,7.92708077877978
dexamethasone,Lapatinib,T-47D,-19.100904418149
dexamethasone,Dasatinib,NCIH2122,20.7428439693387
metformin,Vorinostat,MDAMB436,-42.6579269422049
metformin,Sorafenib,NCIH2122,-18.23432595343749
dexamethasone,geldanamycin,NCIH23,-30.167243616457
Vorinostat,Dasatinib,SKMEL30,-14.885807229381896
paclitaxel,Dasatinib,SK-OV-3,8.754663680824095
Vorinostat,Lapatinib,OV90,2.79124989437018
dexamethasone,Vorinostat,SKMES1,-8.237956686764985
dexamethasone,Sorafenib,MDAMB436,-8.798237091769485
Vorinostat,Sorafenib,OVCAR3,-8.044482691931467
Dasatinib,Sorafenib,NCIH23,8.243548509216069
metformin,Vorinostat,A427,-21.7936206120663
dexamethasone,Sunitinib,A375,-12.7137936794919
metformin,geldanamycin,NCI-H460,-2.4461467814868523
Vorinostat,geldanamycin,NCI-H460,-11.30813578108209
dexamethasone,Erlotinib,HT29,-18.1070051290659
Vorinostat,Sunitinib,SKMEL30,-7.08434802004719
metformin,geldanamycin,HCT116,-56.3663437951974
Erlotinib,Dasatinib,A375,0.5394390329931549
metformin,Sunitinib,NCIH1650,-51.402683514636095
geldanamycin,Sorafenib,NCI-H460,-0.0379657812584102
vinblastine,Lapatinib,OVCAR3,-11.607028837624
Lapatinib,Sorafenib,NCIH2122,-3.2142130797467816
Dasatinib,Sorafenib,NCI-H460,2.745769909533195
Sunitinib,geldanamycin,VCAP,2.60625970962018
vinblastine,Erlotinib,NCIH520,0.2877587512502297
Vorinostat,Sorafenib,MDAMB436,-6.426376983867103
Lapatinib,Erlotinib,PA1,10.898098675545494
paclitaxel,Sunitinib,OCUBM,-11.7962452523223
vinblastine,Sorafenib,OV90,0.4685622181175212
Sunitinib,Sorafenib,SK-OV-3,-7.789052707582185
dexamethasone,Dasatinib,HT144,1.6729502580778592
Vorinostat,Sunitinib,A2058,1.289294757415069
vinblastine,Erlotinib,SKMES1,1.8601156760560384
dexamethasone,geldanamycin,MDAMB436,-26.2706781913698
paclitaxel,geldanamycin,A2780,-1.19024715514191
Erlotinib,Sorafenib,NCIH23,-1.93656353174353
dexamethasone,Sorafenib,PA1,-12.3781694316975
Vorinostat,Sorafenib,HT29,-5.3185412482723295
paclitaxel,Sunitinib,NCIH2122,-17.0314498829154
dexamethasone,Lapatinib,NCI-H460,-5.16341129781556
Lapatinib,Sorafenib,A427,4.96190002222477
metformin,Vorinostat,OCUBM,-13.2752747780792
vinblastine,Vorinostat,NCIH1650,-4.662511414401839
vinblastine,Erlotinib,CAOV3,8.204494762209066
vinblastine,Sorafenib,NCIH2122,2.0008593011464906
vinblastine,Sunitinib,T-47D,-70.8116033690518
vinblastine,Sunitinib,PA1,0.3302260274555297
vinblastine,Sorafenib,NCIH23,-0.29408409265346
metformin,Sunitinib,MDAMB436,-58.4491138315396
Vorinostat,geldanamycin,RPMI7951,-5.8772631055401
Sunitinib,Lapatinib,RKO,3.73205068567752
Dasatinib,Sorafenib,A375,11.316750179392892
dexamethasone,Sunitinib,VCAP,-12.0847368637308
Vorinostat,Sorafenib,SKMES1,-0.1428452494230792
Sunitinib,Lapatinib,A427,12.0378145652987
paclitaxel,Sorafenib,HT29,-2.19578977406709
paclitaxel,Dasatinib,OCUBM,-1.4412632820262703
metformin,Lapatinib,A2058,-11.03094492075089
vinblastine,geldanamycin,NCIH520,-9.341800010912078
vinblastine,Vorinostat,SKMEL30,-13.8157551615103
Erlotinib,Dasatinib,UACC62,7.877641553655238
paclitaxel,Sorafenib,UWB1289,-0.7455370396145937
Vorinostat,geldanamycin,SW-620,-6.75960002722117
vinblastine,Lapatinib,VCAP,2.334382802629
Vorinostat,Erlotinib,OV90,3.3899996482015826
metformin,Erlotinib,A375,-82.4887013651952
Sunitinib,Lapatinib,CAOV3,14.8229623836697
metformin,Dasatinib,A2780,9.772192422094813
Vorinostat,Lapatinib,RPMI7951,-0.3170472839931941
paclitaxel,Lapatinib,LOVO,5.35198813185094
Vorinostat,Sunitinib,OV90,-27.1636490162131
Sunitinib,Lapatinib,SW837,14.8508222506114
vinblastine,Sorafenib,SW837,3.0307168501552093
dexamethasone,Lapatinib,HT144,-27.96215708599589
Sunitinib,Lapatinib,NCI-H460,5.4465900456679694
Lapatinib,Sorafenib,A2780,2.11900133622217
