Drug A,Drug B,Cell Line Name,Score
Vorinostat,Sorafenib,T-47D,-6.22433036882608
dexamethasone,Vorinostat,SW837,-10.128266274366498
paclitaxel,Sunitinib,LOVO,2.11024229353816
dexamethasone,Lapatinib,OV90,-3.520787796436005
Sunitinib,Erlotinib,NCIH23,6.09033976794457
Sunitinib,Erlotinib,UWB1289,7.11033993521173
Sunitinib,geldanamycin,NCIH520,0.2492257167476033
paclitaxel,Sunitinib,MDAMB436,-0.6920482116816997
Dasatinib,geldanamycin,A427,1.6740112862957208
metformin,Erlotinib,A2780,-48.3858044800915
vinblastine,geldanamycin,OCUBM,-16.8483709423333
paclitaxel,Sorafenib,SK-OV-3,2.71808902854303
Lapatinib,geldanamycin,NCIH1650,5.72263802046558
Vorinostat,geldanamycin,CAOV3,-3.34531377329845
dexamethasone,Vorinostat,SK-OV-3,-13.3709137252944
Lapatinib,Dasatinib,UWB1289,7.42840635595139
Vorinostat,Sunitinib,UWB1289,6.120538767403939
metformin,Erlotinib,NCI-H460,-14.1325019191809
Lapatinib,Dasatinib,HT144,-9.28527551691871
Dasatinib,Sorafenib,SW-620,11.923948375295712
Lapatinib,Sorafenib,UWB1289,3.88109013796494
Vorinostat,Dasatinib,HT144,-11.221818720505304
dexamethasone,Vorinostat,VCAP,-21.4503408223732
Dasatinib,Sorafenib,LOVO,2.1747311895065486
paclitaxel,Sunitinib,HCT116,5.960801203295765
vinblastine,Lapatinib,HT29,-5.83438093189622
Dasatinib,Sorafenib,OVCAR3,0.7345204104922589
dexamethasone,Sorafenib,VCAP,-11.773766374328297
dexamethasone,Erlotinib,RKO,-9.06573754635488
vinblastine,Sunitinib,LOVO,1.675381804264854
dexamethasone,Vorinostat,A2780,-35.8337806803641
vinblastine,Erlotinib,SK-OV-3,8.077984978184695
Lapatinib,geldanamycin,PA1,4.304204520484877
geldanamycin,Sorafenib,UACC62,3.2582764286422226
vinblastine,Sorafenib,RPMI7951,-2.4097304318056905
metformin,Vorinostat,SW-620,-68.1959205924323
dexamethasone,Vorinostat,LOVO,-3.8022266666193874
Lapatinib,geldanamycin,UACC62,3.59102041590596
Lapatinib,geldanamycin,RPMI7951,-5.960419628776203
dexamethasone,Vorinostat,OCUBM,-37.2883298194418
Sunitinib,Sorafenib,UACC62,-2.13735826282737
Sunitinib,Dasatinib,NCIH1650,8.106852576346123
geldanamycin,Sorafenib,HT29,-1.995826789875676
Vorinostat,Lapatinib,HT144,-0.0556983764780604
dexamethasone,Dasatinib,NCIH1650,-10.5414716495377
vinblastine,Lapatinib,A2780,-11.299328727708405
metformin,Sunitinib,SK-OV-3,-64.65676531723692
Vorinostat,Erlotinib,SW837,10.229168329440906
Dasatinib,geldanamycin,A375,10.3189652047012
vinblastine,Lapatinib,NCIH520,-11.996919710325
paclitaxel,Erlotinib,A375,11.877856996640997
Lapatinib,Dasatinib,SW837,20.7191486697607
Sunitinib,Lapatinib,HT144,17.1612744381531
Sunitinib,geldanamycin,NCIH2122,-9.859535687586003
Erlotinib,geldanamycin,HT144,5.26551760771767
paclitaxel,Dasatinib,PA1,2.4851768276660025
vinblastine,Vorinostat,T-47D,6.097122298913325
paclitaxel,Erlotinib,A427,-1.3944922949507652
Vorinostat,Sunitinib,SKMES1,-5.85807143580148
metformin,Sunitinib,A427,-37.13962469223695
metformin,Sunitinib,SW837,-71.7765711158932
Lapatinib,geldanamycin,VCAP,1.3131129859732091
metformin,Dasatinib,HCT116,-13.14009076535719
Sunitinib,Sorafenib,PA1,-4.99755531471552
dexamethasone,Dasatinib,A427,-6.68253431604433
dexamethasone,geldanamycin,A2058,-31.18852367408345
Lapatinib,Erlotinib,A427,2.8513084033656
vinblastine,Lapatinib,NCIH23,-9.09730633851708
Sunitinib,Sorafenib,OVCAR3,-10.6557437737239
dexamethasone,Dasatinib,NCIH520,2.4314234692194163
Lapatinib,Sorafenib,LOVO,-4.92782811871599
dexamethasone,Dasatinib,UACC62,-10.968565079401992
metformin,Erlotinib,RPMI7951,-13.5632540546311
vinblastine,Erlotinib,NCIH23,3.7606671418030695
metformin,Sorafenib,NCI-H460,-21.61387508166409
Vorinostat,geldanamycin,HT29,-1.9977872313530125
Vorinostat,geldanamycin,VCAP,7.262818938793504
paclitaxel,Sorafenib,A427,1.926107182225645
dexamethasone,Sunitinib,A2058,-15.7834934865799
paclitaxel,Sorafenib,A2058,-6.72144892291601
paclitaxel,geldanamycin,CAOV3,-0.7280966227290082
Sunitinib,Lapatinib,OV90,4.435147085081137
vinblastine,Erlotinib,HT29,1.674966057420845
Lapatinib,Erlotinib,A2780,7.809600001042748
vinblastine,Erlotinib,SW-620,-5.472376660417956
vinblastine,Vorinostat,A2780,2.776867734737273
Sunitinib,Sorafenib,NCIH2122,-14.4731176558811
Vorinostat,Erlotinib,OCUBM,3.41802282280863
Lapatinib,geldanamycin,NCI-H460,5.391699208755202
Vorinostat,Lapatinib,NCIH520,-1.2293411329062325
