Drug A,Drug B,Cell Line Name,Score
Erlotinib,geldanamycin,SK-OV-3,2.77922195660905
metformin,Dasatinib,OCUBM,-6.3500959185649
paclitaxel,Sunitinib,NCIH520,3.3696784995100426
vinblastine,Dasatinib,HT144,-39.7169735486916
Sunitinib,Erlotinib,NCI-H460,7.2595381633228
Lapatinib,Sorafenib,RPMI7951,-2.204579993178592
metformin,Sorafenib,UWB1289,-26.6822467124322
Lapatinib,Sorafenib,A2058,9.400493271217616
metformin,Sorafenib,A2780,-25.2381267145584
Sunitinib,Dasatinib,NCI-H460,16.9349100756105
metformin,Sunitinib,UACC62,-56.2560888739038
dexamethasone,Vorinostat,NCIH520,-9.633163292669298
Erlotinib,geldanamycin,NCIH520,1.845960760756301
dexamethasone,Sunitinib,MDAMB436,-17.0119321722455
Sunitinib,Dasatinib,A427,14.9415296965116
metformin,Sorafenib,NCIH1650,-3.448025235667948
Vorinostat,Dasatinib,A427,-1.51657819068512
metformin,Sunitinib,SKMES1,-44.1817825469333
Lapatinib,geldanamycin,SW837,8.463248256721428
Lapatinib,Sorafenib,OVCAR3,-3.12013961477547
Sunitinib,geldanamycin,NCI-H460,5.61896917638109
Vorinostat,geldanamycin,T-47D,-0.6579761516790089
metformin,Sorafenib,OCUBM,-20.7592210135025
Erlotinib,geldanamycin,A2058,4.398742241377427
Sunitinib,Erlotinib,A2780,10.480393919522983
vinblastine,Sunitinib,NCI-H460,2.44728958086436
Dasatinib,Sorafenib,SKMEL30,-15.1006814359747
dexamethasone,Sorafenib,OV90,-4.15624175439773
Vorinostat,Lapatinib,T-47D,-5.493763326806099
dexamethasone,geldanamycin,SW-620,-36.7383193130824
Vorinostat,Erlotinib,NCI-H460,1.1496085756031087
vinblastine,Dasatinib,A2780,-11.183106529127476
Sunitinib,Lapatinib,A2058,18.5317724911246
metformin,Dasatinib,HT144,-10.480511156242285
paclitaxel,geldanamycin,OV90,4.219145585451182
Sunitinib,Sorafenib,A427,3.562549470771905
dexamethasone,Lapatinib,HCT116,-7.10827059552493
paclitaxel,Erlotinib,PA1,-1.2816619609782416
Sunitinib,Sorafenib,MDAMB436,-13.8996269060666
vinblastine,Erlotinib,NCI-H460,10.41580460128629
Sunitinib,Dasatinib,NCIH23,15.8859560938761
metformin,Erlotinib,NCIH2122,-46.9980356488569
metformin,geldanamycin,SW-620,-39.873530292237
Erlotinib,geldanamycin,SW-620,-3.8590388668775
Dasatinib,Sorafenib,VCAP,6.720388221210122
Dasatinib,geldanamycin,SW-620,-3.09775596823669
vinblastine,Erlotinib,OCUBM,18.2642273209106
dexamethasone,Erlotinib,NCIH1650,4.7680640763497
dexamethasone,Sorafenib,RPMI7951,-26.1191329979098
Sunitinib,Lapatinib,SW-620,-14.2382866820043
geldanamycin,Sorafenib,SW-620,-0.8984319813221007
Vorinostat,Dasatinib,T-47D,5.321680837772678
dexamethasone,Dasatinib,A2780,5.46583466116103
Dasatinib,geldanamycin,SK-OV-3,3.181253849239128
metformin,Erlotinib,UACC62,-30.7261055182573
Dasatinib,Sorafenib,A427,10.013204486477417
paclitaxel,Lapatinib,T-47D,0.809697096857583
Vorinostat,Lapatinib,HCT116,-3.11888044241469
paclitaxel,Dasatinib,VCAP,-17.309192174305
dexamethasone,geldanamycin,SK-OV-3,1.869241020829697
paclitaxel,Lapatinib,SK-OV-3,2.125547882163602
Erlotinib,Dasatinib,OVCAR3,13.9692836454661
Dasatinib,geldanamycin,NCIH520,-3.7008288999313423
dexamethasone,Dasatinib,UWB1289,-9.176001953270983
dexamethasone,Lapatinib,SK-OV-3,7.522446474796843
dexamethasone,geldanamycin,A2780,-35.163016426576704
paclitaxel,Vorinostat,RPMI7951,2.6678241356197647
dexamethasone,Lapatinib,OCUBM,-21.2195468929047
paclitaxel,Vorinostat,OV90,2.3067635611900137
Lapatinib,Sorafenib,T-47D,10.982614675109394
Erlotinib,geldanamycin,MDAMB436,3.776985072333982
dexamethasone,Erlotinib,T-47D,-27.64770126959135
vinblastine,geldanamycin,VCAP,-20.7558388881914
vinblastine,Lapatinib,PA1,0.1652887870268324
dexamethasone,Lapatinib,MDAMB436,-12.5233171201947
dexamethasone,Lapatinib,NCIH2122,8.19307228691883
vinblastine,Sunitinib,A375,0.3189015990893598
Sunitinib,Lapatinib,SKMES1,8.07102955700163
metformin,Sunitinib,HT29,-18.0018409950579
dexamethasone,Vorinostat,SKMEL30,-15.957982665262508
Erlotinib,geldanamycin,SW837,3.00680128293027
vinblastine,geldanamycin,NCIH1650,-3.43040335892423
vinblastine,Vorinostat,UACC62,0.996650643215182
Sunitinib,Dasatinib,SKMES1,2.369358494612781
Erlotinib,Sorafenib,HT29,0.1692077246922899
Sunitinib,Sorafenib,OV90,-7.639409008216227
vinblastine,Dasatinib,SKMES1,-5.822632503482525
Erlotinib,geldanamycin,OVCAR3,-1.03656181464744
dexamethasone,geldanamycin,A427,-18.707844022
metformin,geldanamycin,OCUBM,-19.7885249955934
geldanamycin,Sorafenib,VCAP,-10.35739215730591
paclitaxel,Sorafenib,HT144,4.4516036428765
Lapatinib,Dasatinib,A427,10.116767222520318
