Drug A,Drug B,Cell Line Name,Score
Dasatinib,geldanamycin,A2058,-8.692928400841772
Sunitinib,geldanamycin,HCT116,9.179556151687803
metformin,Dasatinib,SKMES1,-37.3999740396079
metformin,Lapatinib,PA1,-74.9399761386801
Vorinostat,Lapatinib,SKMES1,3.61441892535489
Erlotinib,Sorafenib,NCIH520,6.72046542688671
Vorinostat,geldanamycin,PA1,-4.666937653128132
Vorinostat,Erlotinib,UACC62,8.143116180793372
Vorinostat,Erlotinib,NCIH23,-2.77042962989298
vinblastine,Lapatinib,UWB1289,0.2044267191685782
metformin,Dasatinib,RPMI7951,-12.898019313824
vinblastine,Sorafenib,LOVO,-1.6005087696864486
paclitaxel,Dasatinib,T-47D,7.078924552126015
metformin,Sorafenib,PA1,-28.9638748432599
metformin,Sunitinib,PA1,-61.4386715672369
Vorinostat,Sunitinib,HCT116,2.12042655289975
dexamethasone,Erlotinib,OVCAR3,-15.0089303719363
dexamethasone,Sunitinib,OCUBM,-12.533050119535002
Vorinostat,Erlotinib,NCIH2122,5.84905996845087
dexamethasone,Dasatinib,NCI-H460,-5.159519294761907
vinblastine,Erlotinib,LOVO,5.16750826555368
Lapatinib,Dasatinib,CAOV3,10.468583156479704
Vorinostat,Sunitinib,RPMI7951,-15.3173389528898
Sunitinib,geldanamycin,SKMES1,4.484288991501213
Sunitinib,Erlotinib,A375,6.6154810826822
vinblastine,Lapatinib,SW-620,-73.5286754265322
metformin,Dasatinib,RKO,-30.3377383335249
Vorinostat,Erlotinib,A2780,9.625121597198186
Lapatinib,Dasatinib,RKO,2.461922216333884
Erlotinib,Dasatinib,MDAMB436,3.59745169898486
Sunitinib,Sorafenib,LOVO,-3.0703466753296
Erlotinib,geldanamycin,A375,9.328533024448705
Sunitinib,Lapatinib,A2780,8.453421074249384
paclitaxel,Lapatinib,CAOV3,7.99575647038201
dexamethasone,Sunitinib,NCIH2122,14.1235470599023
paclitaxel,Erlotinib,OV90,0.1590569364430157
dexamethasone,Erlotinib,UWB1289,-15.559462368784592
paclitaxel,Sorafenib,OVCAR3,-12.53254789251529
metformin,Dasatinib,A427,0.8542168432631491
Dasatinib,Sorafenib,HT29,9.206200380526292
Sunitinib,Sorafenib,VCAP,-3.0331069492891496
metformin,Lapatinib,LOVO,-8.237627320974727
dexamethasone,Lapatinib,SKMES1,-11.133669865203094
metformin,Erlotinib,RKO,-8.184373188662292
Vorinostat,Sorafenib,VCAP,0.4443344011282492
vinblastine,geldanamycin,SK-OV-3,1.775572054007981
Vorinostat,Dasatinib,UWB1289,-0.4835459876036119
Erlotinib,Dasatinib,HCT116,-5.77665564868809
vinblastine,Sunitinib,NCIH520,1.203208947199059
Lapatinib,Sorafenib,NCI-H460,1.41805545618482
paclitaxel,Dasatinib,CAOV3,8.99923705482913
Vorinostat,Dasatinib,VCAP,1.69213972357191
Vorinostat,Sorafenib,HCT116,-1.073248118887358
Erlotinib,Sorafenib,HT144,-0.6089836493556324
Sunitinib,Lapatinib,UACC62,16.9968892380515
Vorinostat,Sunitinib,UACC62,-2.07861348348741
paclitaxel,Lapatinib,OCUBM,8.440986836263871
paclitaxel,Dasatinib,SW-620,-5.653435188749545
vinblastine,geldanamycin,SKMES1,-1.3811964732242277
vinblastine,geldanamycin,SW-620,-5.5186956836840375
Vorinostat,Erlotinib,SW-620,-5.19085420781142
vinblastine,Lapatinib,A375,-23.3725501337939
dexamethasone,Erlotinib,SK-OV-3,-4.527979888097892
Sunitinib,Erlotinib,OCUBM,5.598134989920393
dexamethasone,Vorinostat,SW-620,-41.9047429025821
vinblastine,Sorafenib,T-47D,-4.172986764275874
vinblastine,Sorafenib,NCIH1650,-13.546032832554804
paclitaxel,Erlotinib,SW837,-1.657597602265355
dexamethasone,Lapatinib,NCIH1650,-0.8014467498558491
paclitaxel,Sunitinib,SKMEL30,-0.2642143205483515
paclitaxel,geldanamycin,LOVO,-1.77750068778882
paclitaxel,Erlotinib,VCAP,-19.923371510770203
paclitaxel,Lapatinib,A2780,1.39259946716825
Sunitinib,Lapatinib,HT29,16.5479703149859
paclitaxel,Erlotinib,SW-620,-3.134999611446543
Vorinostat,Lapatinib,RKO,2.4933992323843923
vinblastine,Lapatinib,SKMES1,-2.85382252753121
Dasatinib,Sorafenib,HT144,-2.8325461302865187
Vorinostat,Lapatinib,A375,-10.739322929783883
Lapatinib,geldanamycin,NCIH23,-5.97419023328963
Erlotinib,geldanamycin,OV90,0.4423212163888063
metformin,Vorinostat,HT29,-22.794043146736
vinblastine,Sunitinib,OVCAR3,-12.414939844598162
dexamethasone,Vorinostat,OVCAR3,-31.380009974583203
vinblastine,Sunitinib,MDAMB436,-1.5403494549472296
Vorinostat,Erlotinib,CAOV3,13.1991243046288
Sunitinib,Sorafenib,HT29,-0.538262620928304
vinblastine,Erlotinib,A427,0.5117341060036625
Vorinostat,Sunitinib,HT144,-5.8677981963370005
Vorinostat,Dasatinib,NCIH2122,-36.50577458359941
vinblastine,Lapatinib,NCIH2122,-2.1691769605730515
Lapatinib,Dasatinib,OV90,3.719171936095444
dexamethasone,Vorinostat,MDAMB436,-15.4752611754195
Dasatinib,geldanamycin,NCIH2122,-25.4508968849616
Vorinostat,Sorafenib,OV90,-0.71117494174041
Sunitinib,Lapatinib,UWB1289,3.85944773684647
Lapatinib,Dasatinib,A2780,22.7414116448382
paclitaxel,Sorafenib,VCAP,-1.6610011043127195
Dasatinib,Sorafenib,OV90,8.678125432705007
Vorinostat,geldanamycin,OV90,0.9434331950199416
paclitaxel,Sorafenib,RPMI7951,-6.18357684414468
Vorinostat,Sorafenib,UACC62,-3.36735139960915
dexamethasone,Vorinostat,CAOV3,5.989492839405608
metformin,Sunitinib,UWB1289,-8.207132148775708
dexamethasone,Erlotinib,A375,-26.258782255785
dexamethasone,Erlotinib,VCAP,-11.338238855350506
vinblastine,Lapatinib,OV90,0.8267526169764301
Sunitinib,Erlotinib,HT144,2.188685633501576
vinblastine,Lapatinib,NCIH1650,-9.72499716390718
Lapatinib,Erlotinib,OVCAR3,-1.7237618714553775
Sunitinib,Dasatinib,PA1,11.0282847349576
vinblastine,Erlotinib,PA1,-4.0681667574955
Dasatinib,Sorafenib,MDAMB436,-2.60072537807549
metformin,Lapatinib,UWB1289,-20.3746494688195
Vorinostat,Erlotinib,VCAP,11.779516260068313
dexamethasone,Sorafenib,NCIH520,-7.57557880794988
metformin,Lapatinib,NCIH520,-8.36164856265281
dexamethasone,Erlotinib,OCUBM,-30.8056950922951
dexamethasone,Lapatinib,A427,-20.7409218490905
vinblastine,Sorafenib,SKMES1,4.417989059347175
dexamethasone,Erlotinib,SW-620,-10.731303688850904
metformin,Dasatinib,A2058,-6.2026319104393295
Sunitinib,Sorafenib,NCIH23,-6.19730890695259
vinblastine,Dasatinib,CAOV3,0.6771989561182002
metformin,Sunitinib,VCAP,-17.6906096863185
metformin,Vorinostat,NCIH520,-30.7366736665872
paclitaxel,Sunitinib,NCI-H460,9.58062385928767
Lapatinib,Erlotinib,UACC62,4.867927463076468
Sunitinib,Dasatinib,UACC62,13.667582002208905
Vorinostat,Erlotinib,NCIH1650,4.14054171285972
vinblastine,Sunitinib,UACC62,2.595279020812243
Erlotinib,Dasatinib,CAOV3,9.503977484174175
