Drug A,Drug B,Cell Line Name,Score
metformin,Sorafenib,CAOV3,-24.4869919201538
Vorinostat,Erlotinib,SKMES1,6.63109301847755
Dasatinib,Sorafenib,SKMES1,-5.8684323426223
Dasatinib,geldanamycin,OV90,2.24572304437811
dexamethasone,Sorafenib,A427,-8.65496498210776
Lapatinib,Dasatinib,LOVO,8.833837192566008
Lapatinib,geldanamycin,NCIH520,0.86771933446589
Lapatinib,Erlotinib,UWB1289,5.162821279449693
paclitaxel,Sunitinib,UWB1289,-2.095241650043551
paclitaxel,geldanamycin,A375,-1.32131943338233
Lapatinib,Erlotinib,RPMI7951,-0.4271227388875901
Sunitinib,Erlotinib,NCIH2122,7.837521570550837
vinblastine,Dasatinib,NCIH23,-0.3530077955256401
vinblastine,Sorafenib,HT29,-2.0240269290899
metformin,Vorinostat,UWB1289,-9.762453719841735
metformin,Dasatinib,NCIH520,-0.592182005541919
Sunitinib,Sorafenib,RPMI7951,-18.1797235112709
Vorinostat,Lapatinib,UACC62,6.167862854629888
Vorinostat,Lapatinib,NCI-H460,-10.398648228661925
paclitaxel,Dasatinib,NCIH23,0.1752112379752922
paclitaxel,Sorafenib,MDAMB436,-5.45440876641342
vinblastine,Erlotinib,UACC62,7.285509446842615
Sunitinib,Lapatinib,NCIH2122,17.2594267615487
dexamethasone,Sunitinib,HT29,-9.70693692529289
paclitaxel,Dasatinib,A2058,-12.4595255596924
Lapatinib,Sorafenib,OCUBM,7.5482379424635875
dexamethasone,Sorafenib,OCUBM,-11.705366535732304
vinblastine,Erlotinib,OV90,8.922207576391518
vinblastine,Vorinostat,RKO,-0.0918051514147744
paclitaxel,geldanamycin,A427,-2.643556292002
paclitaxel,geldanamycin,SW-620,2.6303171850506604
vinblastine,geldanamycin,A427,-5.331847529263395
metformin,Sunitinib,RPMI7951,-1.757118944268968
Vorinostat,Dasatinib,MDAMB436,-1.9051378030600723
metformin,Dasatinib,HT29,-22.482844278002705
Dasatinib,geldanamycin,NCIH23,-0.6435038581465955
Sunitinib,Erlotinib,VCAP,7.960789166364423
dexamethasone,Lapatinib,A2780,-11.302161927872188
Vorinostat,geldanamycin,A2058,-0.0053525606393112
Sunitinib,Lapatinib,NCIH1650,16.4171583068458
Erlotinib,Dasatinib,NCIH23,6.99756701325662
Vorinostat,Dasatinib,SW837,7.383552345763623
dexamethasone,Lapatinib,VCAP,-10.497767159210698
Vorinostat,Sunitinib,VCAP,-5.2815921348029296
Vorinostat,Sorafenib,SW837,-7.910003358009165
dexamethasone,Vorinostat,UWB1289,-27.8629509568953
Vorinostat,Lapatinib,SW837,5.42509465390903
Erlotinib,Dasatinib,VCAP,4.020569536845237
dexamethasone,Lapatinib,PA1,4.72846919446815
Vorinostat,Lapatinib,A2780,2.5565427438131976
Vorinostat,Dasatinib,SKMES1,-3.454798154796729
vinblastine,Sunitinib,RKO,-1.378759213278819
paclitaxel,geldanamycin,NCIH520,-7.642910278690365
dexamethasone,Dasatinib,OV90,-5.5623675139736175
Sunitinib,Sorafenib,A375,4.316615136301563
Dasatinib,geldanamycin,SW837,8.681027307740193
Erlotinib,Sorafenib,SKMEL30,0.7364260970712593
dexamethasone,Lapatinib,RPMI7951,-19.7520332208299
metformin,geldanamycin,SW837,-23.8934551543691
Sunitinib,Erlotinib,T-47D,-1.14890133483728
Vorinostat,geldanamycin,SKMES1,-8.998840630677615
paclitaxel,Dasatinib,HT29,6.020551076354931
vinblastine,Sorafenib,OCUBM,10.088450856398616
Vorinostat,Erlotinib,SKMEL30,-3.790702882666694
vinblastine,Vorinostat,SW837,-2.248378586620203
paclitaxel,Vorinostat,UWB1289,-0.897066728281827
vinblastine,Dasatinib,T-47D,-6.929951553081727
Lapatinib,Dasatinib,SK-OV-3,4.097668935846943
metformin,geldanamycin,UWB1289,-10.09410467002709
metformin,Erlotinib,NCIH520,-13.315456279797685
dexamethasone,Sunitinib,UACC62,-15.020937907067507
Lapatinib,Dasatinib,VCAP,4.509456424718162
metformin,Sorafenib,OV90,-0.8028238008287005
dexamethasone,Sunitinib,T-47D,3.7804230286959792
Sunitinib,Sorafenib,T-47D,13.71198107208239
paclitaxel,geldanamycin,SKMES1,2.858782897786812
Erlotinib,Sorafenib,A2780,5.31082796058257
vinblastine,geldanamycin,PA1,-12.41068356063
Vorinostat,Lapatinib,MDAMB436,0.7001962140772594
paclitaxel,Dasatinib,OV90,8.24149319055937
dexamethasone,Vorinostat,A375,-35.3994683825842
Sunitinib,Erlotinib,A427,10.960301672714698
Lapatinib,Erlotinib,NCIH23,-2.56542276271332
Lapatinib,Dasatinib,SKMEL30,-6.40442742836347
Vorinostat,Lapatinib,SK-OV-3,1.74273211890989
Vorinostat,geldanamycin,UACC62,-6.745372906074374
Sunitinib,Dasatinib,OV90,-14.7229944429405
vinblastine,Lapatinib,A427,-9.722403045722997
paclitaxel,Sunitinib,SKMES1,0.555665600488549
paclitaxel,Vorinostat,HCT116,-1.593720937577549
metformin,Sunitinib,NCIH520,-24.1634597090208
paclitaxel,Sunitinib,NCIH23,-2.941164138388841
Sunitinib,geldanamycin,RPMI7951,-10.78700495517378
paclitaxel,Erlotinib,UWB1289,1.99934019108803
Sunitinib,geldanamycin,SW-620,1.4955767028094
Vorinostat,Lapatinib,CAOV3,9.014890317831036
dexamethasone,Dasatinib,VCAP,-4.873152982370568
Vorinostat,geldanamycin,UWB1289,4.38808277416547
Lapatinib,Erlotinib,OCUBM,3.4484762474106
Dasatinib,geldanamycin,HT29,5.02066543392875
Lapatinib,geldanamycin,HT144,5.79128728304933
Vorinostat,Dasatinib,HT29,0.9601515747159592
paclitaxel,Dasatinib,NCIH520,-1.5184696160120892
metformin,Sorafenib,NCIH23,-26.0047332498617
dexamethasone,geldanamycin,VCAP,-27.068723822751306
vinblastine,Vorinostat,CAOV3,-10.285920522724917
vinblastine,geldanamycin,RKO,-2.202886656443709
paclitaxel,geldanamycin,PA1,0.5045482395984724
metformin,Sunitinib,OVCAR3,-1.6020246929696491
paclitaxel,Lapatinib,UACC62,3.7078671714499096
Vorinostat,Sorafenib,A375,2.86709961553106
paclitaxel,Sunitinib,T-47D,-24.3954295810688
dexamethasone,geldanamycin,UACC62,-40.3645652505015
metformin,Erlotinib,OCUBM,-12.026803679110706
Sunitinib,Sorafenib,SW837,-18.9061714872788
metformin,Sorafenib,A427,-23.975827854410426
Sunitinib,Dasatinib,RPMI7951,-4.736229867816737
dexamethasone,Lapatinib,NCIH23,-15.4814292943448
Vorinostat,Sunitinib,NCIH1650,-5.527709296795018
Vorinostat,Sorafenib,SW-620,-4.396710286499547
Sunitinib,Sorafenib,A2058,-0.9096556467231308
paclitaxel,Erlotinib,SK-OV-3,4.398848813602776
Vorinostat,Dasatinib,UACC62,-0.568998602339841
vinblastine,Dasatinib,RPMI7951,2.97844031586002
metformin,Sunitinib,SKMEL30,-75.56229656723696
Lapatinib,Erlotinib,HT29,1.5275640312561216
Erlotinib,Sorafenib,OV90,1.1941842843275
dexamethasone,Sorafenib,CAOV3,15.6414782015599
metformin,Lapatinib,A2780,-22.3071231538392
dexamethasone,Dasatinib,RPMI7951,-21.3629045873375
vinblastine,Sunitinib,CAOV3,3.22816419080692
dexamethasone,geldanamycin,UWB1289,-44.2857422252861
metformin,geldanamycin,A2058,-28.3488859938485
metformin,Lapatinib,NCI-H460,-1.2671721747064446
Lapatinib,Sorafenib,HT144,6.093529951556334
Dasatinib,Sorafenib,RPMI7951,-2.260381023139061
vinblastine,Dasatinib,A427,0.4664503305112299
Lapatinib,Dasatinib,NCIH520,3.78247800369874
vinblastine,Sunitinib,NCIH2122,-2.552277046947741
vinblastine,Sunitinib,RPMI7951,-14.277645616907492
dexamethasone,geldanamycin,CAOV3,-2.7077151362496297
Erlotinib,geldanamycin,UWB1289,-3.9331393974605526
vinblastine,Vorinostat,MDAMB436,0.1461877509898399
Erlotinib,Sorafenib,T-47D,1.055995951979529
Sunitinib,Erlotinib,MDAMB436,4.76541245752904
vinblastine,Sorafenib,CAOV3,1.907333647224608
dexamethasone,Sorafenib,T-47D,-10.956818171714705
paclitaxel,Sunitinib,CAOV3,2.9737175212081803
Vorinostat,Sorafenib,OCUBM,-1.9263965715605047
paclitaxel,Erlotinib,HT29,4.25403099118957
dexamethasone,Erlotinib,SKMES1,-11.69780882660921
paclitaxel,geldanamycin,NCIH23,-2.1789667599796294
paclitaxel,Sorafenib,PA1,-2.111656589218961
Vorinostat,Lapatinib,LOVO,-0.3284521577656807
metformin,Vorinostat,CAOV3,-15.746453943284
metformin,Dasatinib,UWB1289,-8.2299173561342
paclitaxel,Sunitinib,UACC62,0.0804428699766095
paclitaxel,geldanamycin,HT144,3.7347243087796
vinblastine,Dasatinib,NCIH520,-7.042636248773623
vinblastine,geldanamycin,MDAMB436,0.51700222845629
dexamethasone,Sorafenib,SKMES1,1.61677665352485
Sunitinib,Sorafenib,RKO,-7.378812419643663
vinblastine,Vorinostat,HCT116,-4.96580172718434
Dasatinib,Sorafenib,SK-OV-3,4.755697845162629
Lapatinib,geldanamycin,A375,-6.135426654744688
vinblastine,Dasatinib,RKO,-5.316952415477393
vinblastine,Lapatinib,LOVO,-1.768261666543676
metformin,Dasatinib,MDAMB436,1.9806048133258944
metformin,Sunitinib,RKO,-58.40351531723695
dexamethasone,geldanamycin,LOVO,-10.249148139079496
paclitaxel,Lapatinib,HT29,1.844566842421384
metformin,Erlotinib,SK-OV-3,-60.49569009623433
dexamethasone,Dasatinib,A2058,-11.113180908425988
dexamethasone,Sorafenib,UACC62,-11.9846830308257
Vorinostat,Sorafenib,NCI-H460,-0.0084306638066775
dexamethasone,Dasatinib,A375,-19.469018973061075
Sunitinib,geldanamycin,A375,11.644495901203598
paclitaxel,Dasatinib,SKMES1,6.58117049992555
vinblastine,Vorinostat,VCAP,-0.1898191226144924
vinblastine,Vorinostat,A427,-8.36198121766124
dexamethasone,Dasatinib,MDAMB436,-9.953220777101093
Vorinostat,Sorafenib,A2058,-3.9552380984537248
paclitaxel,Vorinostat,NCIH1650,0.3224388648416145
vinblastine,Dasatinib,A2058,-8.677497573270493
vinblastine,Sunitinib,VCAP,-1.1091988250418725
metformin,Lapatinib,A375,-1.67197513843126
Lapatinib,Dasatinib,SKMES1,12.566471603210276
paclitaxel,Sorafenib,LOVO,-6.79658968512302
dexamethasone,Erlotinib,UACC62,-25.55316918036869
Vorinostat,Sorafenib,UWB1289,4.39789099231211
metformin,Erlotinib,A2058,-83.9761260280997
Sunitinib,geldanamycin,MDAMB436,3.939818822274421
Erlotinib,geldanamycin,SKMEL30,4.07090957771029
Vorinostat,Sorafenib,NCIH2122,-8.251107402184557
dexamethasone,Erlotinib,NCIH23,-24.2572199033326
Sunitinib,Lapatinib,HCT116,-3.195242757261453
Vorinostat,Sunitinib,HT29,3.60913262992784
paclitaxel,Sorafenib,T-47D,3.88810032819938
Erlotinib,Sorafenib,OCUBM,2.391980620215489
Lapatinib,geldanamycin,LOVO,-1.857666460494741
dexamethasone,Sorafenib,A2058,-7.1526743450051855
vinblastine,geldanamycin,HT144,-1.4230966237807086
paclitaxel,Sorafenib,NCI-H460,3.1327986373042376
metformin,Erlotinib,MDAMB436,-42.2483635713802
Sunitinib,geldanamycin,PA1,9.60447820177431
Erlotinib,Sorafenib,LOVO,-4.0896099478500325
Dasatinib,geldanamycin,RKO,-2.8447496930443927
paclitaxel,Dasatinib,A427,3.47166270740147
Sunitinib,Sorafenib,NCIH1650,-13.1809903671301
Sunitinib,Dasatinib,OCUBM,6.874655354673765
Erlotinib,Sorafenib,SKMES1,-4.75101729862813
Lapatinib,Erlotinib,MDAMB436,-4.786538605318405
Erlotinib,Dasatinib,NCIH1650,11.2728180991378
metformin,geldanamycin,A427,-4.752960817423343
geldanamycin,Sorafenib,A427,1.350733135180331
vinblastine,Erlotinib,RPMI7951,7.196532980977684
dexamethasone,Vorinostat,PA1,-34.727836669101
Erlotinib,Sorafenib,RKO,2.099307195887115
dexamethasone,Vorinostat,NCIH2122,-6.42491227706334
Vorinostat,Sunitinib,OVCAR3,-13.790764753514
Erlotinib,geldanamycin,NCIH1650,7.206977941743588
vinblastine,Sorafenib,SW-620,5.006519903780723
Vorinostat,Sorafenib,HT144,-4.665207913971671
paclitaxel,Vorinostat,PA1,-0.4402086584014632
